"Office","State","RaceDate","CensusPop","Area","AreaType","TotalVotes","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","RepVotesTotalPercent","DemVotesTotalPercent","ThirdVotesTotalPercent","OtherVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"President","Alabama","19801104","N/A","CHOCTAW","County","6,580","2,859","Reagan, Ronald","Challenger","3,680","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","41","821","D","43.45","55.93",".00",".62","43.72","56.28","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CLARKE","County","10,663","5,059","Reagan, Ronald","Challenger","5,249","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","355","190","D","47.44","49.23",".00","3.33","49.08","50.92","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CLAY","County","5,747","2,764","Reagan, Ronald","Challenger","2,858","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","125","94","D","48.09","49.73",".00","2.18","49.16","50.84","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CLEBURNE","County","4,526","2,389","Reagan, Ronald","Challenger","2,050","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","87","339","R","52.78","45.29",".00","1.92","53.82","46.18","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","COFFEE","County","13,399","6,760","Reagan, Ronald","Challenger","6,140","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","499","620","R","50.45","45.82",".00","3.72","52.40","47.60","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","COLBERT","County","20,013","6,619","Reagan, Ronald","Challenger","12,550","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","844","5,931","D","33.07","62.71",".00","4.22","34.53","65.47","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CONECUH","County","6,181","2,948","Reagan, Ronald","Challenger","3,102","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","131","154","D","47.69","50.19",".00","2.12","48.73","51.27","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","COOSA","County","4,209","1,714","Reagan, Ronald","Challenger","2,383","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","112","669","D","40.72","56.62",".00","2.66","41.84","58.16","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","COVINGTON","County","13,608","7,014","Reagan, Ronald","Challenger","6,305","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","289","709","R","51.54","46.33",".00","2.12","52.66","47.34","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CRENSHAW","County","5,256","2,478","Reagan, Ronald","Challenger","2,704","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","74","226","D","47.15","51.45",".00","1.41","47.82","52.18","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","CULLMAN","County","22,240","10,212","Reagan, Ronald","Challenger","11,525","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","503","1,313","D","45.92","51.82",".00","2.26","46.98","53.02","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","DALE","County","12,573","7,247","Reagan, Ronald","Challenger","4,936","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","390","2,311","R","57.64","39.26",".00","3.10","59.48","40.52","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","DALLAS","County","18,147","7,647","Reagan, Ronald","Challenger","9,770","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","730","2,123","D","42.14","53.84",".00","4.02","43.91","56.09","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","DEKALB","County","18,690","9,673","Reagan, Ronald","Challenger","8,820","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","197","853","R","51.75","47.19",".00","1.05","52.31","47.69","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","ELMORE","County","15,190","8,688","Reagan, Ronald","Challenger","5,947","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","555","2,741","R","57.20","39.15",".00","3.65","59.36","40.64","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","ESCAMBIA","County","12,053","6,513","Reagan, Ronald","Challenger","5,148","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","392","1,365","R","54.04","42.71",".00","3.25","55.85","44.15","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","ETOWAH","County","37,806","16,177","Reagan, Ronald","Challenger","20,790","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","839","4,613","D","42.79","54.99",".00","2.22","43.76","56.24","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","FAYETTE","County","6,789","3,315","Reagan, Ronald","Challenger","3,389","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","85","74","D","48.83","49.92",".00","1.25","49.45","50.55","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","FRANKLIN","County","10,763","4,448","Reagan, Ronald","Challenger","6,136","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","179","1,688","D","41.33","57.01",".00","1.66","42.03","57.97","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","GENEVA","County","9,628","4,747","Reagan, Ronald","Challenger","4,703","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","178","44","R","49.30","48.85",".00","1.85","50.23","49.77","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","GREENE","County","4,538","1,034","Reagan, Ronald","Challenger","3,474","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","30","2,440","D","22.79","76.55",".00",".66","22.94","77.06","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","HALE","County","5,979","2,074","Reagan, Ronald","Challenger","3,583","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","322","1,509","D","34.69","59.93",".00","5.39","36.66","63.34","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","HENRY","County","5,879","2,813","Reagan, Ronald","Challenger","2,973","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","93","160","D","47.85","50.57",".00","1.58","48.62","51.38","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","HOUSTON","County","23,238","14,884","Reagan, Ronald","Challenger","7,848","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","506","7,036","R","64.05","33.77",".00","2.18","65.48","34.52","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","JACKSON","County","14,203","4,897","Reagan, Ronald","Challenger","8,776","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","530","3,879","D","34.48","61.79",".00","3.73","35.82","64.18","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","JEFFERSON","County","259,512","132,612","Reagan, Ronald","Challenger","113,069","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","13,831","19,543","R","51.10","43.57",".00","5.33","53.98","46.02","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LAMAR","County","6,186","2,778","Reagan, Ronald","Challenger","3,366","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","42","588","D","44.91","54.41",".00",".68","45.21","54.79","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LAUDERDALE","County","27,243","10,467","Reagan, Ronald","Challenger","15,379","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","1,397","4,912","D","38.42","56.45",".00","5.13","40.50","59.50","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LAWRENCE","County","8,742","2,456","Reagan, Ronald","Challenger","6,112","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","174","3,656","D","28.09","69.92",".00","1.99","28.66","71.34","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LEE","County","21,972","10,982","Reagan, Ronald","Challenger","9,606","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","1,384","1,376","R","49.98","43.72",".00","6.30","53.34","46.66","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LIMESTONE","County","13,384","4,574","Reagan, Ronald","Challenger","8,180","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","630","3,606","D","34.18","61.12",".00","4.71","35.86","64.14","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","LOWNDES","County","5,329","1,524","Reagan, Ronald","Challenger","3,577","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","228","2,053","D","28.60","67.12",".00","4.28","29.88","70.12","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MACON","County","8,774","1,259","Reagan, Ronald","Challenger","7,028","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","487","5,769","D","14.35","80.10",".00","5.55","15.19","84.81","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MADISON","County","65,072","30,604","Reagan, Ronald","Challenger","30,469","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","3,999","135","R","47.03","46.82",".00","6.15","50.11","49.89","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MARENGO","County","9,660","4,048","Reagan, Ronald","Challenger","5,178","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","434","1,130","D","41.90","53.60",".00","4.49","43.88","56.12","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MARION","County","10,738","5,182","Reagan, Ronald","Challenger","5,450","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","106","268","D","48.26","50.75",".00",".99","48.74","51.26","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MARSHALL","County","19,933","8,159","Reagan, Ronald","Challenger","10,854","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","920","2,695","D","40.93","54.45",".00","4.62","42.91","57.09","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MOBILE","County","116,992","67,515","Reagan, Ronald","Challenger","46,180","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","3,297","21,335","R","57.71","39.47",".00","2.82","59.38","40.62","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MONROE","County","9,072","4,615","Reagan, Ronald","Challenger","4,262","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","195","353","R","50.87","46.98",".00","2.15","51.99","48.01","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MONTGOMERY","County","66,504","35,745","Reagan, Ronald","Challenger","28,018","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","2,741","7,727","R","53.75","42.13",".00","4.12","56.06","43.94","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","MORGAN","County","29,271","13,214","Reagan, Ronald","Challenger","14,703","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","1,354","1,489","D","45.14","50.23",".00","4.63","47.33","52.67","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","PERRY","County","6,522","2,262","Reagan, Ronald","Challenger","4,208","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","52","1,946","D","34.68","64.52",".00",".80","34.96","65.04","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","PICKENS","County","8,182","3,582","Reagan, Ronald","Challenger","4,504","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","96","922","D","43.78","55.05",".00","1.17","44.30","55.70","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","PIKE","County","9,991","5,220","Reagan, Ronald","Challenger","4,417","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","354","803","R","52.25","44.21",".00","3.54","54.17","45.83","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","RANDOLPH","County","7,094","3,279","Reagan, Ronald","Challenger","3,378","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","437","99","D","46.22","47.62",".00","6.16","49.26","50.74","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","RUSSELL","County","13,500","4,485","Reagan, Ronald","Challenger","8,123","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","892","3,638","D","33.22","60.17",".00","6.61","35.57","64.43","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","SHELBY","County","23,267","14,957","Reagan, Ronald","Challenger","7,396","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","914","7,561","R","64.28","31.79",".00","3.93","66.91","33.09","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
"President","Alabama","19801104","N/A","ST. CLAIR","County","13,654","7,768","Reagan, Ronald","Challenger","5,236","Carter, Jimmy","Incumbent","N/A","N/A","N/A","N/A","650","2,532","R","56.89","38.35",".00","4.76","59.74","40.26","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.","In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",NA
