county,state,total_pop,white,black,asian,latino,other,pct_white,pct_black,pct_asian,pct_latino,pct_other
"Terrell County, Georgia",ga,9213,3331,5693,43,222,-76,0.361554325,0.617931184,0.004667318,0.024096386,-0.008249213
"Thomas County, Georgia",ga,44824,25917,16350,388,1496,673,0.578194717,0.36475995,0.008656077,0.033374978,0.015014278
"Tift County, Georgia",ga,40787,23072,12133,560,4414,608,0.565670434,0.297472234,0.013729865,0.108220757,0.01490671
"Toombs County, Georgia",ga,27210,16639,6991,249,3100,231,0.611503124,0.2569276,0.009151047,0.113928703,0.008489526
"Towns County, Georgia",ga,10800,10271,94,25,260,150,0.951018519,0.008703704,0.002314815,0.024074074,0.013888889
"Treutlen County, Georgia",ga,6762,4692,1969,0,79,22,0.693877551,0.29118604,0,0.011682934,0.003253475
"Troup County, Georgia",ga,68867,40240,23700,1209,2485,1233,0.584314694,0.344141606,0.017555578,0.036084046,0.017904076
"Turner County, Georgia",ga,8338,4558,3417,96,356,-89,0.546653874,0.409810506,0.011513552,0.04269609,-0.010674023
"Twiggs County, Georgia",ga,8509,4748,3576,0,5,180,0.557997415,0.4202609,0,0.000587613,0.021154072
"Union County, Georgia",ga,21725,20495,101,164,621,344,0.943383199,0.004649022,0.007548907,0.02858458,0.015834292
"Upson County, Georgia",ga,26528,18020,7535,54,631,288,0.679282268,0.284039505,0.002035585,0.023786188,0.010856454
"Walker County, Georgia",ga,68285,62513,3130,257,1250,1135,0.915471919,0.0458373,0.003763638,0.018305631,0.016621513
"Walton County, Georgia",ga,86201,66141,13779,1080,3269,1932,0.767288083,0.159847334,0.012528857,0.037922994,0.022412733
"Ware County, Georgia",ga,35723,23003,10581,385,1300,454,0.643926882,0.296195728,0.01077737,0.036391121,0.012708899
"Warren County, Georgia",ga,5561,2089,3271,71,43,87,0.375651861,0.588203561,0.012767488,0.007732422,0.015644668
"Washington County, Georgia",ga,20785,9118,10935,108,450,174,0.438681742,0.526100553,0.005196055,0.021650229,0.008371422
"Wayne County, Georgia",ga,30046,21352,6279,31,1847,537,0.71064368,0.208979565,0.001031751,0.061472409,0.017872595
"Webster County, Georgia",ga,2720,1175,1519,0,26,0,0.431985294,0.558455882,0,0.009558824,0
"Wheeler County, Georgia",ga,7956,4499,3314,0,173,-30,0.565485168,0.416540975,0,0.021744595,-0.003770739
"White County, Georgia",ga,27791,25742,758,84,794,413,0.926271095,0.027275017,0.003022561,0.0285704,0.014860926
"Whitfield County, Georgia",ga,103456,62546,4119,1429,34198,1164,0.604566192,0.039814027,0.013812635,0.330555985,0.01125116
"Wilcox County, Georgia",ga,8972,5267,3382,47,190,86,0.587048596,0.376950513,0.00523852,0.021176995,0.009585377
"Wilkes County, Georgia",ga,9991,5167,4232,74,393,125,0.517165449,0.423581223,0.007406666,0.039335402,0.01251126
"Wilkinson County, Georgia",ga,9386,5375,3549,1,243,218,0.572661411,0.378116343,0.000106542,0.025889623,0.023226081
"Worth County, Georgia",ga,21156,14273,6280,57,443,103,0.674654944,0.296842503,0.002694271,0.020939686,0.004868595
"Hawaii County, Hawaii",hi,191482,58898,1324,42071,23444,65745,0.30759027,0.006914488,0.219712558,0.122434485,0.3433482
"Honolulu County, Hawaii",hi,984178,191473,25901,419451,91036,256317,0.194551189,0.026317394,0.426194245,0.092499528,0.260437644
"Kalawao County, Hawaii",hi,85,32,0,20,4,29,0.376470588,0,0.235294118,0.047058824,0.341176471
"Kauai County, Hawaii",hi,69691,20947,467,24838,7350,16089,0.300569657,0.006701009,0.356401831,0.105465555,0.230861948
"Maui County, Hawaii",hi,160863,50482,996,44171,17417,47797,0.313819834,0.006191604,0.274587693,0.108272257,0.297128613
"Ada County, Idaho",id,417501,357162,4741,11127,31830,12641,0.855475795,0.011355661,0.026651433,0.076239338,0.030277772
"Adams County, Idaho",id,3880,3629,0,5,120,126,0.935309278,0,0.00128866,0.030927835,0.032474227
"Bannock County, Idaho",id,83604,71284,625,1093,6442,4160,0.85263863,0.007475719,0.013073537,0.077053729,0.049758385
"Bear Lake County, Idaho",id,5939,5572,28,62,245,32,0.938205085,0.004714598,0.010439468,0.041252736,0.005388112
"Benewah County, Idaho",id,9088,7692,43,49,291,1013,0.846390845,0.004731514,0.005391725,0.032020246,0.111465669
"Bingham County, Idaho",id,45407,33834,133,321,8034,3085,0.745127403,0.002929064,0.007069395,0.176933072,0.067941066
"Blaine County, Idaho",id,21309,16468,19,265,4362,195,0.772818997,0.000891642,0.01243606,0.204702238,0.009151063
"Boise County, Idaho",id,6885,6365,37,24,245,214,0.924473493,0.005374001,0.003485839,0.035584604,0.031082062
"Bonner County, Idaho",id,41066,38512,72,200,1102,1180,0.937807432,0.001753275,0.004870209,0.026834851,0.028734233
"Bonneville County, Idaho",id,107788,90653,491,903,13316,2425,0.841030541,0.004555238,0.008377556,0.123538798,0.022497866
"Boundary County, Idaho",id,10961,10014,26,20,457,444,0.913602773,0.002372046,0.001824651,0.041693276,0.040507253
"Butte County, Idaho",id,2653,2323,53,13,162,102,0.875612514,0.019977384,0.004900113,0.061062948,0.038447041
"Camas County, Idaho",id,1052,920,0,0,119,13,0.874524715,0,0,0.113117871,0.012357414
"Canyon County, Idaho",id,198921,142337,878,1578,48640,5488,0.715545367,0.004413813,0.007932797,0.244519181,0.027588842
"Caribou County, Idaho",id,6808,6414,7,11,363,13,0.94212691,0.001028202,0.001615746,0.053319624,0.001909518
"Cassia County, Idaho",id,23369,16689,44,80,6129,427,0.714151226,0.001882836,0.003423339,0.262270529,0.01827207
"Clark County, Idaho",id,901,524,0,0,373,4,0.581576027,0,0,0.413984462,0.004439512
"Clearwater County, Idaho",id,8560,7829,14,38,310,369,0.914602804,0.001635514,0.004439252,0.036214953,0.043107477
"Custer County, Idaho",id,4234,4031,0,1,113,89,0.952054795,0,0.000236183,0.02668871,0.021020312
"Elmore County, Idaho",id,26175,19391,633,828,4209,1114,0.740821394,0.024183381,0.031633238,0.160802292,0.042559694
"Franklin County, Idaho",id,12914,11789,10,10,883,222,0.912885241,0.000774353,0.000774353,0.068375407,0.017190646
"Fremont County, Idaho",id,12945,11039,46,11,1598,251,0.852761684,0.003553496,0.000849749,0.123445346,0.019389726
"Gem County, Idaho",id,16731,14789,0,127,1341,474,0.883928038,0,0.0075907,0.080150619,0.028330644
"Gooding County, Idaho",id,15233,10419,11,91,4381,331,0.683975579,0.000722116,0.005973873,0.287599291,0.021729141
"Idaho County, Idaho",id,16312,14965,24,45,506,772,0.917422756,0.001471309,0.002758705,0.031020108,0.047327121
"Jefferson County, Idaho",id,26792,23372,52,2,2771,595,0.872349955,0.001940878,7.46491E-05,0.103426396,0.022208122
"Jerome County, Idaho",id,22653,14530,19,127,7558,419,0.641416148,0.000838741,0.005606321,0.333642343,0.018496446
"Kootenai County, Idaho",id,145046,132435,529,1274,6061,4747,0.913055169,0.003647119,0.00878342,0.041786744,0.032727549
"Latah County, Idaho",id,38339,34477,251,864,1520,1227,0.899267065,0.006546858,0.022535799,0.039646313,0.032003965
"Lemhi County, Idaho",id,7790,7297,27,32,226,208,0.936713736,0.003465982,0.004107831,0.029011553,0.026700899
"Lewis County, Idaho",id,3812,3325,3,22,155,307,0.87224554,0.000786988,0.005771249,0.04066107,0.080535152
"Lincoln County, Idaho",id,5260,3551,0,12,1557,140,0.675095057,0,0.002281369,0.296007605,0.02661597
"Madison County, Idaho",id,37916,34054,263,417,2515,667,0.898143264,0.006936386,0.010997996,0.066330837,0.017591518
"Minidoka County, Idaho",id,20279,12970,59,75,6775,400,0.639577888,0.002909414,0.003698407,0.334089452,0.019724839
"Nez Perce County, Idaho",id,39779,34897,156,401,1371,2954,0.877271927,0.003921667,0.010080696,0.034465421,0.074260288
"Oneida County, Idaho",id,4245,4007,0,0,149,89,0.94393404,0,0,0.035100118,0.020965842
"Owyhee County, Idaho",id,11364,7790,9,19,2955,591,0.685498064,0.000791975,0.001671946,0.260031679,0.052006336
"Payette County, Idaho",id,22700,18062,98,89,3695,756,0.795682819,0.004317181,0.003920705,0.16277533,0.033303965
"Power County, Idaho",id,7731,4941,25,1,2435,329,0.63911525,0.003233734,0.000129349,0.314965722,0.042555944
"Shoshone County, Idaho",id,12571,11618,40,72,419,422,0.924190597,0.003181927,0.005727468,0.033330682,0.033569326
"Teton County, Idaho",id,10285,8312,24,15,1792,142,0.808167234,0.002333495,0.001458435,0.174234322,0.013806514
"Twin Falls County, Idaho",id,80004,64953,406,1278,11914,1453,0.811871906,0.005074746,0.015974201,0.148917554,0.018161592
"Valley County, Idaho",id,9720,9429,4,16,133,138,0.970061728,0.000411523,0.001646091,0.013683128,0.014197531
"Washington County, Idaho",id,10025,7898,0,93,1742,292,0.787830424,0,0.009276808,0.173765586,0.029127182
"Adams County, Illinois",il,67081,62015,2539,560,943,1024,0.924479361,0.037849764,0.008348116,0.014057632,0.015265127
"Alexander County, Illinois",il,7364,4481,2535,23,118,207,0.608500815,0.34424226,0.003123303,0.0160239,0.028109723
"Bond County, Illinois",il,17313,15241,962,140,587,383,0.880321146,0.055565182,0.008086409,0.033905158,0.022122105
"Boone County, Illinois",il,53851,40227,1191,703,10974,756,0.747005627,0.022116581,0.013054539,0.203784517,0.014038737
"Brown County, Illinois",il,6859,5093,1145,79,286,256,0.742528065,0.166933955,0.011517714,0.04169704,0.037323225
"Bureau County, Illinois",il,34115,30358,203,261,2881,412,0.88987249,0.005950462,0.007650594,0.084449656,0.012076799
"Calhoun County, Illinois",il,4999,4891,6,1,15,86,0.978395679,0.00120024,0.00020004,0.0030006,0.017203441
"Carroll County, Illinois",il,14926,14013,183,63,494,173,0.938831569,0.012260485,0.004220823,0.03309661,0.011590513
"Cass County, Illinois",il,13254,10204,464,33,2433,120,0.769880791,0.035008299,0.002489814,0.183567225,0.009053871
"Champaign County, Illinois",il,205766,142486,25902,20546,11403,5429,0.692466199,0.125880855,0.099851287,0.055417319,0.026384339
"Christian County, Illinois",il,34200,32551,576,180,525,368,0.951783626,0.016842105,0.005263158,0.015350877,0.010760234
"Clark County, Illinois",il,16159,15656,51,70,221,161,0.968871836,0.003156136,0.004331951,0.013676589,0.009963488
"Clay County, Illinois",il,13582,13089,74,22,187,210,0.963701958,0.005448388,0.001619791,0.013768223,0.01546164
"Clinton County, Illinois",il,37929,34777,1307,206,1134,505,0.916897361,0.034459121,0.0054312,0.029897967,0.01331435
"Coles County, Illinois",il,53037,48426,1835,533,1209,1034,0.913060693,0.034598488,0.010049588,0.022795407,0.019495824
"Cook County, Illinois",il,5236393,2256002,1255823,354652,1295026,74890,0.430831299,0.239825964,0.067728301,0.247312606,0.01430183
"Crawford County, Illinois",il,19541,17828,696,79,412,526,0.912338161,0.03561742,0.004042782,0.021083875,0.026917763
"Cumberland County, Illinois",il,10943,10623,23,93,114,90,0.970757562,0.0021018,0.008498584,0.010417619,0.008224436
"DeKalb County, Illinois",il,104345,81773,7215,2551,11111,1695,0.783679141,0.069145623,0.024447745,0.106483301,0.01624419
"De Witt County, Illinois",il,16388,15613,82,12,370,311,0.952709299,0.005003661,0.000732243,0.022577496,0.0189773
"Douglas County, Illinois",il,19826,18047,96,127,1371,185,0.910269343,0.004842127,0.00640573,0.069151619,0.009331181
"DuPage County, Illinois",il,930412,638010,43798,100760,129549,18295,0.685728473,0.047073769,0.10829611,0.139238316,0.019663332
"Edgar County, Illinois",il,17992,17509,99,69,200,115,0.973154735,0.005502446,0.003835038,0.011116052,0.00639173
"Edwards County, Illinois",il,6649,6453,37,15,66,78,0.970521883,0.005564747,0.002255978,0.009926305,0.011731087
"Effingham County, Illinois",il,34332,33120,117,187,638,270,0.964697658,0.003407899,0.005446813,0.018583246,0.007864383
"Fayette County, Illinois",il,22136,20367,932,145,377,315,0.92008493,0.042103361,0.006550416,0.017031081,0.014230213
"Ford County, Illinois",il,13835,13144,80,41,367,203,0.95005421,0.005782436,0.002963498,0.026526924,0.014672931
"Franklin County, Illinois",il,39694,38214,189,174,581,536,0.962714768,0.004761425,0.004383534,0.014636973,0.0135033
"Fulton County, Illinois",il,36323,33483,1290,95,979,476,0.921812626,0.035514688,0.002615423,0.02695262,0.013104644
"Gallatin County, Illinois",il,5385,5166,21,25,50,123,0.959331476,0.003899721,0.004642526,0.009285051,0.022841226
"Greene County, Illinois",il,13502,13117,129,7,142,107,0.971485706,0.00955414,0.000518442,0.01051696,0.007924752
"Grundy County, Illinois",il,50277,44058,731,359,4505,624,0.876305269,0.014539451,0.007140442,0.089603596,0.012411242
"Hamilton County, Illinois",il,8322,8249,42,0,16,15,0.99122807,0.005046864,0,0.001922615,0.001802451
"Hancock County, Illinois",il,18738,18140,106,67,245,180,0.968086242,0.005656954,0.003575622,0.013075035,0.009606148
"Hardin County, Illinois",il,4228,4058,33,28,74,35,0.959791864,0.007805109,0.006622517,0.017502365,0.008278146
"Henderson County, Illinois",il,7042,6804,6,44,99,89,0.966202783,0.000852031,0.006248225,0.014058506,0.012638455
"Henry County, Illinois",il,49883,45466,890,257,2628,642,0.9114528,0.01784175,0.005152056,0.052683279,0.012870116
"Iroquois County, Illinois",il,29053,26420,394,155,1816,268,0.909372526,0.013561422,0.005335077,0.062506454,0.009224521
"Jackson County, Illinois",il,59534,44539,8652,1982,2471,1890,0.748127121,0.14532872,0.0332919,0.041505694,0.031746565
"Jasper County, Illinois",il,9635,9381,33,14,123,84,0.973637779,0.003425013,0.001453036,0.012765957,0.008718215
"Jefferson County, Illinois",il,38578,33273,3067,406,880,952,0.862486391,0.07950127,0.010524133,0.022810929,0.024677277
"Jersey County, Illinois",il,22625,21806,96,169,275,279,0.963801105,0.004243094,0.007469613,0.012154696,0.012331492
"Jo Daviess County, Illinois",il,22397,21259,60,89,688,301,0.949189624,0.00267893,0.003973746,0.0307184,0.0134393
"Johnson County, Illinois",il,12829,11067,1137,29,381,215,0.862654922,0.088627329,0.002260504,0.02969834,0.016758906
"Kane County, Illinois",il,524886,305352,29106,19392,163756,7280,0.58174918,0.055452041,0.036945165,0.311983936,0.013869678
"Kankakee County, Illinois",il,112221,81441,16863,1248,10803,1866,0.725719785,0.150265993,0.011120913,0.096265405,0.016627904
"Kendall County, Illinois",il,120036,86912,7831,3861,19965,1467,0.724049452,0.065238762,0.03216535,0.166325102,0.012221334
"Knox County, Illinois",il,52112,43744,4429,430,2763,746,0.839422782,0.084990021,0.008251458,0.053020418,0.014315321
"Lake County, Illinois",il,702898,448118,48875,47681,145475,12749,0.637529201,0.06953356,0.067834878,0.206964595,0.018137767
"LaSalle County, Illinois",il,112579,97790,2770,759,9856,1404,0.86863447,0.024604944,0.006741932,0.087547411,0.012471242
"Lawrence County, Illinois",il,16665,12020,3427,18,960,240,0.721272127,0.205640564,0.001080108,0.057605761,0.01440144
"Lee County, Illinois",il,35027,30523,1782,257,1975,490,0.871413481,0.050875039,0.007337197,0.056385074,0.013989208
"Livingston County, Illinois",il,37689,33631,2043,108,1624,283,0.892329327,0.054206798,0.002865558,0.043089496,0.007508822
"Logan County, Illinois",il,29956,23137,3523,264,1234,1798,0.772366137,0.117605822,0.008812926,0.041193751,0.060021365
"McDonough County, Illinois",il,32009,28282,1618,663,856,590,0.883563998,0.050548283,0.020712924,0.026742479,0.018432316
"McHenry County, Illinois",il,307357,253736,4137,8095,37205,4184,0.825541634,0.013459918,0.026337451,0.121048162,0.013612835
"McLean County, Illinois",il,173114,139183,13853,8136,8101,3841,0.803996211,0.080022413,0.046997932,0.046795753,0.022187691
"Macon County, Illinois",il,109193,84423,16088,1316,2247,5119,0.773153957,0.147335452,0.012052055,0.020578242,0.046880295
"Macoupin County, Illinois",il,46844,45201,321,201,469,652,0.964926138,0.006852532,0.004290838,0.010011955,0.013918538
"Madison County, Illinois",il,267356,229849,21607,2248,7998,5654,0.859711396,0.080817337,0.008408265,0.029915169,0.021147833
"Marion County, Illinois",il,38665,35530,1423,294,662,756,0.918918919,0.03680331,0.007603776,0.017121428,0.019552567
"Marshall County, Illinois",il,12173,11583,73,44,375,98,0.951532079,0.005996878,0.003614557,0.030805882,0.008050604
"Mason County, Illinois",il,14126,13674,127,64,83,178,0.968002265,0.008990514,0.004530653,0.00587569,0.012600878
"Massac County, Illinois",il,15016,13385,902,63,379,287,0.891382525,0.060069259,0.004195525,0.025239744,0.019112946
"Menard County, Illinois",il,12611,12114,113,52,164,168,0.960589961,0.008960431,0.004123384,0.01300452,0.013321703
"Mercer County, Illinois",il,16107,15493,76,51,344,143,0.961879928,0.004718445,0.003166325,0.021357174,0.008878128
"Monroe County, Illinois",il,33539,32406,114,346,515,158,0.966218432,0.003399028,0.010316348,0.015355258,0.004710934
"Montgomery County, Illinois",il,29348,25855,2569,143,483,298,0.880979965,0.087535778,0.004872564,0.01645768,0.010154014
"Morgan County, Illinois",il,35129,31331,2103,194,798,703,0.891884198,0.059865069,0.005522503,0.022716274,0.020011956
"Moultrie County, Illinois",il,14927,14506,50,32,180,159,0.971796074,0.003349635,0.002143766,0.012058686,0.010651839
"Ogle County, Illinois",il,52397,46089,593,181,4919,615,0.879611428,0.011317442,0.003454396,0.093879421,0.011737313
"Peoria County, Illinois",il,187112,133294,32802,6896,8185,5935,0.712375476,0.175306768,0.036854932,0.043743854,0.03171897
"Perry County, Illinois",il,21810,18821,1903,95,492,499,0.862952774,0.087253553,0.0043558,0.022558459,0.022879413
"Piatt County, Illinois",il,16495,15968,68,13,178,268,0.968050925,0.004122461,0.000788118,0.010791149,0.016247348
"Pike County, Illinois",il,16144,15442,198,60,197,247,0.956516353,0.012264618,0.003716551,0.012202676,0.015299802
"Pope County, Illinois",il,4331,4035,159,21,78,38,0.931655507,0.036712076,0.004848765,0.018009698,0.008773955
"Pulaski County, Illinois",il,5871,3730,1879,13,107,142,0.63532618,0.320047692,0.002214274,0.018225175,0.02418668
"Putnam County, Illinois",il,5822,5423,12,15,279,93,0.93146685,0.002061147,0.002576434,0.047921676,0.015973892
"Randolph County, Illinois",il,33069,28318,3406,92,937,316,0.856330702,0.102996764,0.002782062,0.028334694,0.009555777
"Richland County, Illinois",il,16127,15485,70,60,236,276,0.960190984,0.004340547,0.003720469,0.014633844,0.017114156
"Rock Island County, Illinois",il,147161,108746,13906,3159,18061,3289,0.738959371,0.094495145,0.021466285,0.122729528,0.022349671
"St. Clair County, Illinois",il,267029,166996,79877,3508,9849,6799,0.625385258,0.299132304,0.01313715,0.036883634,0.025461654
"Saline County, Illinois",il,24783,22759,911,156,391,566,0.918331114,0.036759069,0.006294637,0.015776944,0.022838236
"Sangamon County, Illinois",il,199016,161766,24595,3545,4205,4905,0.812829119,0.123583029,0.017812638,0.021128954,0.02464626
"Schuyler County, Illinois",il,7311,6869,332,0,32,78,0.939543154,0.045411024,0,0.004376966,0.010668855
"Scott County, Illinois",il,5198,5055,0,10,73,60,0.972489419,0,0.001923817,0.014043863,0.011542901
"Shelby County, Illinois",il,22115,21591,122,72,202,128,0.976305675,0.005516618,0.003255709,0.009134072,0.005787927
"Stark County, Illinois",il,5859,5666,44,33,65,51,0.967059225,0.007509814,0.00563236,0.011094043,0.008704557
"Stephenson County, Illinois",il,46625,39229,4286,391,1544,1175,0.841372654,0.091924933,0.008386059,0.033115282,0.025201072
"Tazewell County, Illinois",il,135697,128024,1659,1212,2941,1861,0.943454903,0.012225768,0.008931664,0.021673287,0.013714378
"Union County, Illinois",il,17551,16099,267,74,884,227,0.917269671,0.015212808,0.004216284,0.0503675,0.012933736
"Vermilion County, Illinois",il,80368,63786,11121,657,3715,1089,0.793674099,0.138375971,0.008174895,0.046224866,0.013550169
"Wabash County, Illinois",il,11652,11124,109,106,184,129,0.954685891,0.009354617,0.009097151,0.01579128,0.011071061
"Warren County, Illinois",il,17701,15177,467,305,1601,151,0.857409186,0.02638269,0.017230665,0.090446867,0.008530591
"Washington County, Illinois",il,14457,13907,107,53,232,158,0.961956146,0.007401259,0.003666044,0.016047589,0.010928962
"Wayne County, Illinois",il,16555,16007,108,120,97,223,0.966898218,0.006523709,0.007248565,0.005859257,0.013470251
"White County, Illinois",il,14464,14023,58,54,184,145,0.969510509,0.004009956,0.003733407,0.012721239,0.010024889
"Whiteside County, Illinois",il,57525,48915,1028,343,6698,541,0.850325945,0.017870491,0.005962625,0.116436332,0.009404607
"Will County, Illinois",il,683995,448959,75835,34222,111709,13270,0.656377605,0.110870693,0.050032529,0.163318445,0.019400727
"Williamson County, Illinois",il,67121,60884,2886,637,1563,1151,0.907078262,0.042996976,0.009490323,0.023286304,0.017148135
"Winnebago County, Illinois",il,290439,206488,36402,7223,34122,6204,0.710951353,0.125334408,0.02486925,0.117484222,0.021360768
"Woodford County, Illinois",il,39106,37487,228,305,647,439,0.958599703,0.005830307,0.007799315,0.016544776,0.011225899
"Adams County, Indiana",in,34642,32584,242,109,1510,197,0.940592345,0.00698574,0.00314647,0.043588707,0.005686739
"Allen County, Indiana",in,363453,273309,42063,11496,25365,11220,0.751978935,0.115731608,0.031629949,0.069788941,0.030870566
"Bartholomew County, Indiana",in,79488,67492,1579,3923,4956,1538,0.849084138,0.019864634,0.049353362,0.062349034,0.019348833
"Benton County, Indiana",in,8752,8128,74,13,458,79,0.928702011,0.00845521,0.001485375,0.052330896,0.009026508
"Blackford County, Indiana",in,12476,11988,72,31,177,208,0.960884899,0.00577108,0.002484771,0.014187239,0.01667201
"Boone County, Indiana",in,60511,55938,750,1368,1539,916,0.924426964,0.012394441,0.02260746,0.025433392,0.015137744
"Brown County, Indiana",in,15011,14425,49,51,221,265,0.960961961,0.003264273,0.003397508,0.014722537,0.017653721
"Carroll County, Indiana",in,20014,18882,68,38,798,228,0.943439592,0.003397622,0.001898671,0.03987209,0.011392026
"Cass County, Indiana",in,38476,31457,537,539,5220,723,0.817574592,0.013956752,0.014008733,0.135668988,0.018790935
"Clark County, Indiana",in,113181,95634,7930,996,5715,2906,0.844965144,0.070064764,0.008800064,0.050494341,0.025675688
"Clay County, Indiana",in,26686,25810,63,20,342,451,0.967173799,0.002360788,0.000749457,0.012815709,0.016900247
"Clinton County, Indiana",in,32835,27531,407,88,4756,53,0.838465053,0.01239531,0.002680067,0.144845439,0.001614131
"Crawford County, Indiana",in,10591,10220,11,16,153,191,0.964970258,0.001038618,0.001510717,0.014446228,0.01803418
"Daviess County, Indiana",in,32411,30145,498,111,1451,206,0.930085465,0.015365154,0.003424763,0.044768751,0.006355867
"Dearborn County, Indiana",in,49679,47886,394,273,569,557,0.963908291,0.007930916,0.00549528,0.011453532,0.011211981
"Decatur County, Indiana",in,26240,25010,204,341,478,207,0.953125,0.00777439,0.012995427,0.018216463,0.00788872
"DeKalb County, Indiana",in,42449,40452,110,192,1107,588,0.952955311,0.002591345,0.004523075,0.026078353,0.013851916
"Delaware County, Indiana",in,117335,102621,6813,1478,2386,4037,0.874598372,0.058064516,0.012596412,0.020334938,0.034405761
"Dubois County, Indiana",in,42291,38857,164,273,2750,247,0.91880069,0.003877894,0.006455274,0.065025656,0.005840486
"Elkhart County, Indiana",in,200685,152635,11610,2155,29763,4522,0.760570048,0.057851857,0.010738222,0.148307048,0.022532825
"Fayette County, Indiana",in,23773,22819,476,76,234,168,0.959870441,0.020022715,0.003196904,0.009843099,0.007066841
"Floyd County, Indiana",in,75900,67339,3734,785,2179,1863,0.887206851,0.049196311,0.010342556,0.028708827,0.024545455
"Fountain County, Indiana",in,16888,16169,75,19,399,226,0.957425391,0.004441023,0.001125059,0.023626243,0.013382283
"Franklin County, Indiana",in,22935,22337,55,127,239,177,0.973926313,0.002398082,0.005537388,0.010420754,0.007717462
"Fulton County, Indiana",in,20527,18984,204,98,982,259,0.924830711,0.00993813,0.0047742,0.047839431,0.012617528
"Gibson County, Indiana",in,33668,31718,553,84,504,809,0.942081502,0.016425092,0.002494951,0.014969704,0.024028751
"Grant County, Indiana",in,68896,59110,4638,516,2737,1895,0.857959824,0.067318857,0.007489549,0.039726544,0.027505225
"Greene County, Indiana",in,32815,31824,80,118,399,394,0.969800396,0.002437909,0.003595917,0.012159074,0.012006704
"Hamilton County, Indiana",in,296635,252168,10585,15866,11001,7015,0.850095235,0.035683584,0.053486608,0.037085981,0.023648592
"Hancock County, Indiana",in,71328,66743,1417,384,1406,1378,0.935719493,0.019865971,0.00538358,0.019711754,0.019319201
"Harrison County, Indiana",in,39230,37685,325,145,678,397,0.960616875,0.008284476,0.003696151,0.017282692,0.010119806
"Hendricks County, Indiana",in,153435,133022,8847,3677,5271,2618,0.86695995,0.057659595,0.023964545,0.034353309,0.0170626
"Henry County, Indiana",in,49146,46221,856,185,793,1091,0.940483457,0.017417491,0.003764294,0.016135596,0.022199162
"Howard County, Indiana",in,82765,71375,5867,1025,2484,2014,0.862381441,0.070887452,0.012384462,0.030012687,0.024333958
"Huntington County, Indiana",in,36863,35238,274,293,737,321,0.955917858,0.007432927,0.007948349,0.019992947,0.008707919
"Jackson County, Indiana",in,43471,39195,342,605,2662,667,0.901635573,0.007867314,0.013917324,0.061236226,0.015343562
"Jasper County, Indiana",in,33448,30761,247,73,1936,431,0.919666348,0.007384597,0.002182492,0.05788089,0.012885673
"Jay County, Indiana",in,21255,20274,123,57,627,174,0.953846154,0.005786874,0.002681722,0.029498941,0.008186309
"Jefferson County, Indiana",in,32453,30322,629,271,788,443,0.934335809,0.019381875,0.008350538,0.024281268,0.01365051
"Jennings County, Indiana",in,28113,26837,401,65,635,175,0.954611745,0.014263864,0.002312098,0.022587415,0.006224878
"Johnson County, Indiana",in,145645,132589,3154,2932,4895,2075,0.910357376,0.021655395,0.020131141,0.033609118,0.01424697
"Knox County, Indiana",in,38062,35471,1132,220,670,569,0.931926856,0.029740949,0.005780043,0.017602858,0.014949293
"Kosciusko County, Indiana",in,77983,69391,650,825,6060,1057,0.889822141,0.00833515,0.010579229,0.077709244,0.013554236
"LaGrange County, Indiana",in,38084,36030,19,98,1461,476,0.94606659,0.000498897,0.002573259,0.038362567,0.012498687
"Lake County, Indiana",in,491596,269262,122177,6661,87085,6411,0.54773025,0.248531314,0.013549744,0.177147495,0.013041196
"LaPorte County, Indiana",in,111280,89437,12101,556,6635,2551,0.803711359,0.10874371,0.004996405,0.059624371,0.022924155
"Lawrence County, Indiana",in,45814,44023,171,265,680,675,0.960907146,0.003732484,0.005784258,0.014842625,0.014733488
"Madison County, Indiana",in,130280,111718,10212,573,4674,3103,0.85752226,0.078385017,0.004398219,0.035876574,0.023817931
"Marion County, Indiana",in,926335,538138,250631,22434,89830,25302,0.580932384,0.270561946,0.02421802,0.096973557,0.027314093
"Marshall County, Indiana",in,46962,41585,277,293,4297,510,0.885503173,0.005898386,0.006239087,0.09149951,0.010859844
"Martin County, Indiana",in,10262,9993,30,65,24,150,0.973786786,0.002923407,0.006334048,0.002338725,0.014617034
"Miami County, Indiana",in,36211,32517,1862,119,962,751,0.8979868,0.051420839,0.003286294,0.026566513,0.020739554
"Monroe County, Indiana",in,142404,120736,4170,8731,4623,4144,0.847841353,0.029282885,0.06131148,0.032463976,0.029100306
"Montgomery County, Indiana",in,38172,35318,326,205,1733,590,0.925233155,0.008540291,0.005370429,0.045399769,0.015456355
"Morgan County, Indiana",in,69403,66950,272,429,959,793,0.964655707,0.003919139,0.006181289,0.013817846,0.011426019
"Newton County, Indiana",in,14057,12981,39,61,794,182,0.923454507,0.002774418,0.004339475,0.056484314,0.012947286
"Noble County, Indiana",in,47546,41802,228,287,4733,496,0.879190679,0.004795356,0.00603626,0.099545703,0.010432003
"Ohio County, Indiana",in,6033,5967,58,0,0,8,0.989060169,0.009613791,0,0,0.00132604
"Orange County, Indiana",in,19725,18904,277,63,251,230,0.958377693,0.014043093,0.003193916,0.012724968,0.01166033
"Owen County, Indiana",in,21192,20475,129,39,146,403,0.966166478,0.006087203,0.001840317,0.006889392,0.01901661
