state,county,total_pop,white,black,latino,non_white,pct_white,pct_nonwhite,pct_latino
Alabama,LAWRENCE,34803,26899,4613,367,7904,0.772893141,0.227106859,0.010545068
Alabama,LEE,115092,84298,25954,1645,30794,0.732440135,0.267559865,0.014292913
Alabama,LIMESTONE,65676,54142,8703,1740,11534,0.824380291,0.175619709,0.026493696
Alabama,LOWNDES,13473,3464,9841,85,10009,0.257106806,0.742893194,0.006308914
Alabama,MACON,24105,3331,20298,173,20774,0.138187098,0.861812902,0.007176934
Alabama,MADISON,276700,196496,62602,5226,80204,0.710140947,0.289859053,0.018886881
Alabama,MARENGO,22539,10582,11581,219,11957,0.469497316,0.530502684,0.009716491
Alabama,MARION,31214,29387,1131,360,1827,0.941468572,0.058531428,0.011533286
Alabama,MARSHALL,82231,75081,1194,4656,7150,0.913049823,0.086950177,0.056620982
Alabama,MOBILE,399843,249763,132845,4887,150080,0.624652676,0.375347324,0.012222297
Alabama,MONROE,24324,13962,9683,190,10362,0.574000987,0.425999013,0.007811215
Alabama,MONTGOMERY,223510,107858,108146,2665,115652,0.482564538,0.517435462,0.011923404
Alabama,MORGAN,111064,92584,12383,3645,18480,0.83360945,0.16639055,0.032818915
Alabama,PERRY,11861,3642,8057,102,8219,0.307056741,0.692943259,0.008599612
Alabama,PICKENS,20949,11676,8940,147,9273,0.557353573,0.442646427,0.007017041
Alabama,PIKE,29605,17790,10766,365,11815,0.600912008,0.399087992,0.012328998
Alabama,RANDOLPH,22380,16940,4949,272,5440,0.756925827,0.243074173,0.012153709
Alabama,RUSSELL,49756,27925,20217,744,21831,0.561238846,0.438761154,0.01495297
Alabama,ST. CLAIR,64742,57917,5253,686,6825,0.89458157,0.10541843,0.010595904
Alabama,SHELBY,143293,126951,10570,2910,16342,0.885953954,0.114046046,0.02030804
Alabama,SUMTER,14798,3813,10718,165,10985,0.257669955,0.742330045,0.011150155
Alabama,TALLADEGA,80321,53399,25206,812,26922,0.66481991,0.33518009,0.010109436
Alabama,TALLAPOOSA,41475,30342,10488,242,11133,0.731573237,0.268426763,0.00583484
Alabama,TUSCALOOSA,164875,111367,48135,2130,53508,0.67546323,0.32453677,0.012918878
Alabama,WALKER,70713,64855,4323,607,5858,0.91715809,0.08284191,0.008583994
Alabama,WASHINGTON,18097,11673,4818,160,6424,0.645024037,0.354975963,0.008841244
Alabama,WILCOX,13183,3611,9423,97,9572,0.273913373,0.726086627,0.007357961
Alabama,WINSTON,24843,24055,93,372,788,0.968280803,0.031719197,0.014974037
Alaska,ALEUTIANS EAST BOROUGH,2697,521,42,339,2176,0.193177605,0.806822395,0.125695217
Alaska,ALEUTIANS WEST CENSUS AREA,5465,2059,165,573,3406,0.376761208,0.623238792,0.104849039
Alaska,ANCHORAGE MUNICIPALITY,260283,181982,14667,14799,78301,0.69916975,0.30083025,0.056857344
Alaska,BETHEL CENSUS AREA,16006,1958,59,140,14048,0.122329127,0.877670873,0.00874672
Alaska,BRISTOL BAY BOROUGH,1258,656,7,7,602,0.521462639,0.478537361,0.005564388
Alaska,DENALI BOROUGH,1893,1600,27,47,293,0.845219229,0.154780771,0.024828315
Alaska,DILLINGHAM CENSUS AREA,4922,1031,18,111,3891,0.209467696,0.790532304,0.022551808
Alaska,FAIRBANKS NORTH STAR BOROUGH,82840,62942,4719,3440,19898,0.759802028,0.240197972,0.041525833
Alaska,HAINES BOROUGH,2392,1960,3,33,432,0.819397993,0.180602007,0.013795987
Alaska,JUNEAU CITY AND BOROUGH,30711,22498,235,1040,8213,0.732571391,0.267428609,0.033864088
Alaska,KENAI PENINSULA BOROUGH,49691,42263,220,1087,7428,0.85051619,0.14948381,0.021875189
Alaska,KETCHIKAN GATEWAY BOROUGH,14070,10264,67,372,3806,0.72949538,0.27050462,0.026439232
Alaska,KODIAK ISLAND BOROUGH,13913,8001,129,848,5912,0.575073672,0.424926328,0.06095019
Alaska,LAKE AND PENINSULA BOROUGH,1823,342,1,21,1481,0.187602852,0.812397148,0.011519473
Alaska,MATANUSKA-SUSITNA BOROUGH,59322,51175,398,1485,8147,0.862664779,0.137335221,0.025032871
Alaska,NOME CENSUS AREA,9196,1752,35,92,7444,0.190517616,0.809482384,0.01000435
Alaska,NORTH SLOPE BOROUGH,7385,1228,51,175,6157,0.166283006,0.833716994,0.023696682
Alaska,NORTHWEST ARCTIC BOROUGH,7208,878,15,57,6330,0.121809101,0.878190899,0.00790788
Alaska,PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA,6146,3228,9,107,2918,0.525219655,0.474780345,0.017409697
Alaska,SITKA CITY AND BOROUGH,8835,5927,24,290,2908,0.670854556,0.329145444,0.032823995
Alaska,SKAGWAY-HOONAH-ANGOON CENSUS AREA,3436,1975,5,97,1461,0.574796275,0.425203725,0.028230501
Alaska,SOUTHEAST FAIRBANKS CENSUS AREA,6174,4780,118,167,1394,0.774214448,0.225785552,0.027048915
Alaska,VALDEZ-CORDOVA CENSUS AREA,10195,7612,33,286,2583,0.74664051,0.25335949,0.028052967
Alaska,WADE HAMPTON CENSUS AREA,7028,330,4,23,6698,0.046955037,0.953044963,0.003272624
Alaska,WRANGELL-PETERSBURG CENSUS AREA,6684,4846,15,132,1838,0.725014961,0.274985039,0.019748654
Alaska,YAKUTAT CITY AND BOROUGH,808,406,1,6,402,0.502475248,0.497524752,0.007425743
Alaska,YUKON-KOYUKUK CENSUS AREA,6551,1574,6,78,4977,0.240268661,0.759731339,0.011906579
Arizona,APACHE,69423,12281,163,3119,57142,0.176901027,0.823098973,0.044927474
Arizona,COCHISE,117755,70754,5062,36134,47001,0.600857713,0.399142287,0.306857458
Arizona,COCONINO,116320,66969,1150,12727,49351,0.575730743,0.424269257,0.109413686
Arizona,GILA,51335,35391,174,8546,15944,0.689412681,0.310587319,0.166475114
Arizona,GRAHAM,33489,18488,602,9054,15001,0.552061871,0.447938129,0.270357431
Arizona,GREENLEE,8547,4604,34,3681,3943,0.538668539,0.461331461,0.430677431
Arizona,LA PAZ,19715,12573,149,4420,7142,0.637737763,0.362262237,0.224194776
Arizona,MARICOPA,3072149,2034530,108521,763341,1037619,0.66224978,0.33775022,0.248471347
Arizona,MOHAVE,155032,130283,787,17182,24749,0.84036199,0.15963801,0.110828732
Arizona,NAVAJO,97470,41196,794,8011,56274,0.422653124,0.577346876,0.082189392
Arizona,PIMA,843746,518720,24047,247578,325026,0.614782174,0.385217826,0.293427169
Arizona,PINAL,179727,105641,4658,53671,74086,0.58778592,0.41221408,0.298625137
Arizona,SANTA CRUZ,38381,6835,75,31005,31546,0.178082906,0.821917094,0.807821578
Arizona,YAVAPAI,167517,145037,589,16376,22480,0.865804665,0.134195335,0.097757243
Arizona,YUMA,160026,70956,3136,80772,89070,0.443402947,0.556597053,0.504742979
Arkansas,ARKANSAS,20749,15516,4823,157,5233,0.747795074,0.252204926,0.00756663
Arkansas,ASHLEY,24209,16702,6506,776,7507,0.689908712,0.310091288,0.032054195
Arkansas,BAXTER,38386,37282,42,385,1104,0.971239514,0.028760486,0.010029698
Arkansas,BENTON,153406,133094,558,13469,20312,0.867593184,0.132406816,0.087799695
Arkansas,BOONE,33948,32907,39,360,1041,0.969335454,0.030664546,0.010604454
Arkansas,BRADLEY,12600,7851,3598,1040,4749,0.623095238,0.376904762,0.082539683
Arkansas,CALHOUN,5744,4248,1342,86,1496,0.739554318,0.260445682,0.014972145
Arkansas,CARROLL,25357,22249,25,2471,3108,0.877430295,0.122569705,0.097448436
Arkansas,CHICOT,14117,5980,7541,407,8137,0.423602748,0.576397252,0.028830488
Arkansas,CLARK,23546,17302,5166,566,6244,0.734816954,0.265183046,0.024038053
Arkansas,CLAY,17609,17177,29,140,432,0.975467091,0.024532909,0.00795048
Arkansas,CLEBURNE,24046,23392,29,282,654,0.972802129,0.027197871,0.011727522
Arkansas,CLEVELAND,8571,7199,1124,139,1372,0.83992533,0.16007467,0.016217478
Arkansas,COLUMBIA,25603,15776,9205,269,9827,0.616177792,0.383822208,0.010506581
Arkansas,CONWAY,20336,16973,2649,359,3363,0.834628245,0.165371755,0.017653423
Arkansas,CRAIGHEAD,82148,72489,6345,1739,9659,0.882419535,0.117580465,0.021169109
Arkansas,CRAWFORD,53247,48311,463,1743,4936,0.907299942,0.092700058,0.032734239
Arkansas,CRITTENDEN,50866,25643,23828,720,25223,0.504128494,0.495871506,0.014154838
Arkansas,CROSS,19526,14525,4608,181,5001,0.743879955,0.256120045,0.009269692
Arkansas,DALLAS,9210,5193,3743,177,4017,0.563843648,0.436156352,0.019218241
Arkansas,DESHA,15341,7611,7044,485,7730,0.496121504,0.503878496,0.031614627
Arkansas,DREW,18723,13047,5071,329,5676,0.696843455,0.303156545,0.01757197
Arkansas,FAULKNER,86014,75218,7261,1509,10796,0.874485549,0.125514451,0.017543656
Arkansas,FRANKLIN,17771,16943,108,310,828,0.953407237,0.046592763,0.017444151
Arkansas,FULTON,11642,11326,23,62,316,0.972856897,0.027143103,0.005325545
Arkansas,GARLAND,88068,76844,6829,2254,11224,0.872553027,0.127446973,0.025593859
Arkansas,GRANT,16464,15663,406,189,801,0.951348397,0.048651603,0.011479592
Arkansas,GREENE,37331,36145,48,434,1186,0.968230157,0.031769843,0.011625727
Arkansas,HEMPSTEAD,23587,14108,7107,1946,9479,0.598126086,0.401873914,0.082503074
Arkansas,HOT SPRING,30353,26295,3107,384,4058,0.866306461,0.133693539,0.012651138
Arkansas,HOWARD,14300,10220,3111,727,4080,0.714685315,0.285314685,0.050839161
Arkansas,INDEPENDENCE,34233,32253,685,523,1980,0.942161073,0.057838927,0.015277656
Arkansas,IZARD,13249,12702,189,133,547,0.958713865,0.041286135,0.010038493
Arkansas,JACKSON,18418,14725,3210,234,3693,0.79948963,0.20051037,0.012704963
Arkansas,JEFFERSON,84278,40475,41623,810,43803,0.48025582,0.51974418,0.009611049
Arkansas,JOHNSON,22781,20512,303,1527,2269,0.900399456,0.099600544,0.067029542
Arkansas,LAFAYETTE,8559,5262,3106,88,3297,0.614791448,0.385208552,0.010281575
Arkansas,LAWRENCE,17774,17305,78,121,469,0.973613143,0.026386857,0.006807697
Arkansas,LEE,12580,5074,7142,276,7506,0.403338633,0.596661367,0.021939587
Arkansas,LINCOLN,14492,9315,4760,263,5177,0.642768424,0.357231576,0.018147944
Arkansas,LITTLE RIVER,13628,10063,2891,235,3565,0.738406222,0.261593778,0.01724391
Arkansas,LOGAN,22486,21528,235,273,958,0.957395713,0.042604287,0.012140888
Arkansas,LONOKE,52828,47555,3393,922,5273,0.900185508,0.099814492,0.017452866
Arkansas,MADISON,14243,13462,15,436,781,0.945166046,0.054833954,0.030611528
Arkansas,MARION,16140,15646,18,122,494,0.969392813,0.030607187,0.00755886
Arkansas,MILLER,40443,29606,9250,641,10837,0.732042628,0.267957372,0.015849467
Arkansas,MISSISSIPPI,51979,33037,16909,1169,18942,0.635583601,0.364416399,0.022489852
Arkansas,MONROE,10254,6003,3964,132,4251,0.585430076,0.414569924,0.012873025
Arkansas,MONTGOMERY,9245,8740,27,234,505,0.945375879,0.054624121,0.025310979
Arkansas,NEVADA,9955,6618,3088,151,3337,0.664791562,0.335208438,0.015168257
Arkansas,NEWTON,8608,8333,12,93,275,0.968052974,0.031947026,0.010803903
Arkansas,OUACHITA,28790,17114,11084,210,11676,0.594442515,0.405557485,0.007294199
Arkansas,PERRY,10209,9711,177,120,498,0.951219512,0.048780488,0.011754334
Arkansas,PHILLIPS,26445,10245,15495,382,16200,0.387407828,0.612592172,0.014445075
Arkansas,PIKE,11303,10310,391,403,993,0.912147218,0.087852782,0.035654251
Arkansas,POINSETT,25614,23172,1815,366,2442,0.904661513,0.095338487,0.014289061
Arkansas,POLK,20229,18836,32,708,1393,0.931138465,0.068861535,0.034999258
Arkansas,POPE,54469,50535,1403,1123,3934,0.927775432,0.072224568,0.020617232
Arkansas,PRAIRIE,9539,8060,1304,77,1479,0.844952301,0.155047699,0.008072125
Arkansas,PULASKI,361474,227390,114732,8816,134084,0.629063224,0.370936776,0.024389029
Arkansas,RANDOLPH,18195,17559,174,149,636,0.965045342,0.034954658,0.008189063
Arkansas,ST. FRANCIS,29329,13224,14273,1431,16105,0.45088479,0.54911521,0.048791299
Arkansas,SALINE,83529,78968,1814,1090,4561,0.94539621,0.05460379,0.01304936
Arkansas,SCOTT,10996,9953,24,628,1043,0.905147326,0.094852674,0.057111677
Arkansas,SEARCY,8261,7993,3,86,268,0.967558407,0.032441593,0.010410362
Arkansas,SEBASTIAN,115071,92010,7011,7710,23061,0.799593295,0.200406705,0.067002112
Arkansas,SEVIER,15757,11423,757,3107,4334,0.724947642,0.275052358,0.197182205
Arkansas,SHARP,17119,16503,84,167,616,0.96401659,0.03598341,0.009755243
Arkansas,STONE,11499,11092,9,124,407,0.964605618,0.035394382,0.010783546
Arkansas,UNION,45629,29950,14543,520,15679,0.65638081,0.34361919,0.011396261
Arkansas,VAN BUREN,16192,15550,50,215,642,0.960350791,0.039649209,0.013278162
Arkansas,WASHINGTON,157715,133368,3408,12932,24347,0.845626605,0.154373395,0.081996005
Arkansas,WHITE,67165,62177,2389,1264,4988,0.92573513,0.07426487,0.018819326
Arkansas,WOODRUFF,8741,5899,2671,69,2842,0.674865576,0.325134424,0.007893834
Arkansas,YELL,21139,17650,296,2691,3489,0.834949619,0.165050381,0.127300251
California,ALAMEDA,1443741,591095,211124,273910,852646,0.409419002,0.590580998,0.189722395
California,ALPINE,1208,867,7,94,341,0.717715232,0.282284768,0.07781457
California,AMADOR,35100,28920,1348,3126,6180,0.823931624,0.176068376,0.089059829
California,BUTTE,203171,162564,2699,21339,40607,0.800133877,0.199866123,0.105029753
California,CALAVERAS,40554,35465,300,2765,5089,0.874512995,0.125487005,0.068180697
California,COLUSA,18804,9018,88,8752,9786,0.479578813,0.520421187,0.465432887
California,CONTRA COSTA,948816,549409,86851,167776,399407,0.579046939,0.420953061,0.176826698
California,DEL NORTE,27507,19294,1167,3829,8213,0.701421456,0.298578544,0.139200931
California,EL DORADO,156299,132725,745,14566,23574,0.849173699,0.150826301,0.093193175
California,FRESNO,799407,317522,40291,351636,481885,0.397196922,0.602803078,0.439871054
California,GLENN,26453,16548,117,7840,9905,0.625562318,0.374437682,0.296374702
California,HUMBOLDT,126518,103230,1035,8210,23288,0.81593133,0.18406867,0.064891952
California,IMPERIAL,142361,28768,5148,102817,113593,0.202077816,0.797922184,0.722227295
California,INYO,17945,13352,20,2257,4593,0.744051268,0.255948732,0.125773196
California,KERN,661645,327190,37845,254036,334455,0.494509896,0.505490104,0.383946074
California,KINGS,129461,53817,10418,56461,75644,0.415700481,0.584299519,0.43612362
California,LAKE,58309,46933,1209,6639,11376,0.804901473,0.195098527,0.113858924
California,LASSEN,33828,23893,2976,4681,9935,0.706308384,0.293691616,0.138376493
California,LOS ANGELES,9519338,2959614,901472,4242213,6559724,0.310905443,0.689094557,0.445641598
California,MADERA,123109,57391,4710,54515,65718,0.466180377,0.533819623,0.442818965
California,MARIN,247289,194254,6946,27351,53035,0.785534334,0.214465666,0.110603383
California,MARIPOSA,17130,14539,111,1329,2591,0.848744892,0.151255108,0.077583187
California,MENDOCINO,86265,64581,471,14213,21684,0.74863502,0.25136498,0.164759752
California,MERCED,210554,85585,7594,95466,124969,0.406475298,0.593524702,0.453403877
California,MODOC,9449,7663,59,1088,1786,0.810985289,0.189014711,0.11514446
California,MONO,12853,9837,53,2274,3016,0.765346612,0.234653388,0.176923675
California,MONTEREY,401762,162045,14085,187969,239717,0.403335806,0.596664194,0.46786157
California,NAPA,124279,85932,1527,29416,38347,0.69144425,0.30855575,0.236693247
California,NEVADA,92033,83098,234,5201,8935,0.902915259,0.097084741,0.056512338
California,ORANGE,2846289,1458978,42639,875579,1387311,0.512589551,0.487410449,0.307621257
California,PLACER,248399,207236,1896,24019,41163,0.834286772,0.165713228,0.096695236
California,PLUMAS,20824,18473,130,1177,2351,0.887101421,0.112898579,0.056521322
California,RIVERSIDE,1545387,788831,92403,559575,756556,0.510442368,0.489557632,0.362093767
California,SACRAMENTO,1223499,706655,118073,195890,516844,0.577568923,0.422431077,0.160106383
California,SAN BENITO,53234,24513,475,25516,28721,0.460476387,0.539523613,0.479317729
California,SAN BERNARDINO,1709434,752222,150201,669387,957212,0.440041558,0.559958442,0.391583998
California,SAN DIEGO,2813833,1548833,154487,750965,1265000,0.550435296,0.449564704,0.266883287
California,SAN FRANCISCO,776733,338909,58791,109504,437824,0.436326254,0.563673746,0.140980234
California,SAN JOAQUIN,563598,267002,36139,172073,296596,0.473745471,0.526254529,0.305311587
California,SAN LUIS OBISPO,246681,187840,4743,40196,58841,0.761469266,0.238530734,0.162947288
California,SAN MATEO,707161,352355,23778,154708,354806,0.498267014,0.501732986,0.218773377
California,SANTA BARBARA,399347,227083,8385,136668,172264,0.568635798,0.431364202,0.342228688
California,SANTA CLARA,1682585,744282,44475,403401,938303,0.442344369,0.557655631,0.239750741
California,SANTA CRUZ,255602,167464,2160,68486,88138,0.655174842,0.344825158,0.26794
California,SHASTA,163256,141097,1179,8998,22159,0.864268388,0.135731612,0.055115892
California,SIERRA,3555,3210,6,213,345,0.902953586,0.097046414,0.059915612
California,SISKIYOU,44301,36910,556,3354,7391,0.833164037,0.166835963,0.075709352
California,SOLANO,394542,194282,57597,69598,200260,0.492424127,0.507575873,0.176402005
California,SONOMA,458614,341686,6116,79511,116928,0.745040492,0.254959508,0.173372379
California,STANISLAUS,446997,256001,10621,141871,190996,0.572713016,0.427286984,0.317386918
California,SUTTER,78930,47532,1418,17529,31398,0.602204485,0.397795515,0.222082858
California,TEHAMA,56039,43972,279,8871,12067,0.784667821,0.215332179,0.158300469
California,TRINITY,13022,11271,54,517,1751,0.865535248,0.134464752,0.039702043
California,TULARE,368021,153916,5122,186846,214105,0.418226134,0.581773866,0.507704723
California,TUOLUMNE,54501,46377,1135,4445,8124,0.850938515,0.149061485,0.081558137
California,VENTURA,753197,427449,13490,251734,325748,0.567512882,0.432487118,0.334220662
California,YOLO,168660,97942,3133,43707,70718,0.580706747,0.419293253,0.259142654
California,YUBA,60219,39320,1795,10449,20899,0.652950066,0.347049934,0.173516664
Colorado,ADAMS,363857,230500,10206,102585,133357,0.63349063,0.36650937,0.281937684
Colorado,ALAMOSA,14966,8089,106,6197,6877,0.540491781,0.459508219,0.414071896
Colorado,ARAPAHOE,487967,360744,36254,57612,127223,0.7392795,0.2607205,0.118065361
Colorado,ARCHULETA,9898,7927,31,1659,1971,0.800868862,0.199131138,0.167609618
Colorado,BACA,4517,4084,1,317,433,0.904139916,0.095860084,0.070179323
Colorado,BENT,5998,3794,208,1814,2204,0.632544181,0.367455819,0.302434145
Colorado,BOULDER,291288,243512,2393,30456,47776,0.835983631,0.164016369,0.104556315
Colorado,CHAFFEE,16242,14174,257,1393,2068,0.872675779,0.127324221,0.0857653
Colorado,CHEYENNE,2231,2018,9,181,213,0.904527118,0.095472882,0.081129538
Colorado,CLEAR CREEK,9322,8759,26,361,563,0.939605235,0.060394765,0.038725595
Colorado,CONEJOS,8400,3298,9,4949,5102,0.392619048,0.607380952,0.589166667
Colorado,COSTILLA,3663,1033,21,2476,2630,0.282009282,0.717990718,0.675948676
Colorado,CROWLEY,5518,3671,386,1244,1847,0.665277274,0.334722726,0.225444001
Colorado,CUSTER,3503,3299,12,88,204,0.941764202,0.058235798,0.025121325
Colorado,DELTA,27834,23945,135,3171,3889,0.860278796,0.139721204,0.113925415
Colorado,DENVER,554636,287997,59921,175704,266639,0.519254069,0.480745931,0.316791553
Colorado,DOLORES,1844,1711,1,71,133,0.927874187,0.072125813,0.038503254
Colorado,DOUGLAS,175766,157686,1596,8886,18080,0.897135965,0.102864035,0.050555853
Colorado,EAGLE,41659,30892,104,9682,10767,0.741544444,0.258455556,0.232410764
Colorado,ELBERT,19872,18511,123,766,1361,0.931511675,0.068488325,0.038546699
Colorado,EL PASO,516929,393819,32393,58401,123110,0.761843503,0.238156497,0.11297683
Colorado,FREMONT,46145,37408,2439,4776,8737,0.810662044,0.189337956,0.103499837
Colorado,GARFIELD,43791,35449,128,7300,8342,0.809504236,0.190495764,0.16670092
Colorado,GILPIN,4757,4377,24,202,380,0.920117721,0.079882279,0.042463738
Colorado,GRAND,12442,11577,60,543,865,0.930477415,0.069522585,0.043642501
Colorado,GUNNISON,13956,12886,55,700,1070,0.923330467,0.076669533,0.050157638
Colorado,HINSDALE,790,763,0,12,27,0.965822785,0.034177215,0.015189873
Colorado,HUERFANO,7862,4590,210,2763,3272,0.583820911,0.416179089,0.351437293
Colorado,JACKSON,1577,1452,0,103,125,0.920735574,0.079264426,0.065313887
Colorado,JEFFERSON,527056,447416,4312,52449,79640,0.848896512,0.151103488,0.099513145
Colorado,KIOWA,1622,1530,8,51,92,0.943279901,0.056720099,0.031442663
Colorado,KIT CARSON,8011,6678,136,1095,1333,0.833603795,0.166396205,0.136687055
Colorado,LAKE,7812,4809,12,2823,3003,0.615591398,0.384408602,0.361367127
Colorado,LA PLATA,43941,36168,120,4571,7773,0.823103707,0.176896293,0.104025853
Colorado,LARIMER,251494,220159,1511,20811,31335,0.875404582,0.124595418,0.082749489
Colorado,LAS ANIMAS,15207,8387,52,6304,6820,0.551522325,0.448477675,0.414545933
Colorado,LINCOLN,6087,5126,298,519,961,0.842122556,0.157877444,0.085263677
Colorado,LOGAN,20504,17310,411,2439,3194,0.844225517,0.155774483,0.1189524
Colorado,MESA,116255,101110,460,11651,15145,0.869726033,0.130273967,0.100219345
Colorado,MINERAL,831,793,0,17,38,0.954271961,0.045728039,0.02045728
Colorado,MOFFAT,13184,11626,17,1247,1558,0.881826456,0.118173544,0.094584345
Colorado,MONTEZUMA,23830,18476,31,2263,5354,0.77532522,0.22467478,0.094964331
Colorado,MONTROSE,33432,27554,78,4967,5878,0.824180426,0.175819574,0.148570232
Colorado,MORGAN,27171,18191,57,8473,8980,0.66950057,0.33049943,0.311839829
Colorado,OTERO,20311,12014,111,7642,8297,0.591502142,0.408497858,0.376249323
Colorado,OURAY,3742,3487,3,152,255,0.931854623,0.068145377,0.040619989
Colorado,PARK,14523,13431,67,628,1092,0.924808924,0.075191076,0.043241754
Colorado,PHILLIPS,4480,3865,9,527,615,0.862723214,0.137276786,0.117633929
Colorado,PITKIN,14872,13479,55,973,1393,0.906334051,0.093665949,0.06542496
Colorado,PROWERS,14483,9427,35,4766,5056,0.650901056,0.349098944,0.329075468
Colorado,PUEBLO,141472,81624,2391,53710,59848,0.576962226,0.423037774,0.379651097
Colorado,RIO BLANCO,5986,5546,11,296,440,0.926495155,0.073504845,0.049448714
Colorado,RIO GRANDE,12413,7022,12,5172,5391,0.565697253,0.434302747,0.416659953
Colorado,ROUTT,19690,18662,23,634,1028,0.947790757,0.052209243,0.032199086
Colorado,SAGUACHE,5917,3053,1,2678,2864,0.515970931,0.484029069,0.45259422
Colorado,SAN JUAN,558,509,0,41,49,0.91218638,0.08781362,0.073476703
Colorado,SAN MIGUEL,6594,5959,10,439,635,0.903700334,0.096299666,0.066575675
Colorado,SEDGWICK,2747,2376,9,314,371,0.864943575,0.135056425,0.114306516
Colorado,SUMMIT,23548,20411,157,2306,3137,0.866782742,0.133217258,0.097927637
Colorado,TELLER,20555,19102,109,718,1453,0.929311603,0.070688397,0.034930674
Colorado,WASHINGTON,4926,4568,2,310,358,0.927324401,0.072675599,0.062931384
Colorado,WELD,180936,126573,817,48935,54363,0.699545696,0.300454304,0.270454746
Colorado,YUMA,9841,8474,10,1268,1367,0.861091353,0.138908647,0.128848694
Connecticut,FAIRFIELD,882567,645152,84724,104835,237415,0.730994927,0.269005073,0.118784183
Connecticut,HARTFORD,857183,625797,95157,98968,231386,0.730062309,0.269937691,0.115457259
Connecticut,LITCHFIELD,182193,172154,1837,3894,10039,0.944899091,0.055100909,0.02137294
Connecticut,MIDDLESEX,155071,138979,6588,4649,16092,0.896228179,0.103771821,0.029979816
Connecticut,NEW HAVEN,824008,616541,89286,83131,207467,0.748222105,0.251777895,0.100886156
Connecticut,NEW LONDON,259088,219542,12760,13236,39546,0.847364602,0.152635398,0.051086889
Connecticut,TOLLAND,136364,124014,3480,3873,12350,0.909433575,0.090566425,0.028401924
Connecticut,WINDHAM,109091,96666,1739,7737,12425,0.886104262,0.113895738,0.070922441
