state,county,total_pop,white,black,latino,non_white,pct_white,pct_nonwhite,pct_latino
Illinois,MERCER,16421,15891,87,303,530,0.967724256,0.032275744,0.018451982
Illinois,MONROE,33003,32041,73,456,962,0.970851135,0.029148865,0.013816926
Illinois,MONTGOMERY,29977,26983,2208,455,2994,0.900123428,0.099876572,0.015178303
Illinois,MORGAN,35544,31962,2207,722,3582,0.899223498,0.100776502,0.020312852
Illinois,MOULTRIE,14844,14510,58,139,334,0.977499326,0.022500674,0.009364053
Illinois,OGLE,53378,47339,457,4732,6039,0.886863502,0.113136498,0.088650755
Illinois,PEORIA,186399,135536,32903,7150,50863,0.727128364,0.272871636,0.038358575
Illinois,PERRY,22287,19346,1926,610,2941,0.868039664,0.131960336,0.027370216
Illinois,PIATT,16679,16223,73,169,456,0.972660231,0.027339769,0.010132502
Illinois,PIKE,16436,15803,225,175,633,0.96148698,0.03851302,0.010647359
Illinois,POPE,4399,4017,199,106,382,0.913162082,0.086837918,0.024096386
Illinois,PULASKI,6107,3882,2037,99,2225,0.635663992,0.364336008,0.016210906
Illinois,PUTNAM,5968,5603,40,262,365,0.938840483,0.061159517,0.043900804
Illinois,RANDOLPH,33353,28833,3228,862,4520,0.864479957,0.135520043,0.025844752
Illinois,RICHLAND,16181,15588,59,131,593,0.96335208,0.03664792,0.008095915
Illinois,ROCK ISLAND,147504,111511,12932,17087,35993,0.755986278,0.244013722,0.115840926
Illinois,ST. CLAIR,268873,169352,80973,8842,99521,0.629858707,0.370141293,0.032885414
Illinois,SALINE,24975,23047,954,351,1928,0.922802803,0.077197197,0.014054054
Illinois,SANGAMON,197474,162849,23438,3551,34625,0.824660462,0.175339538,0.017982114
Illinois,SCHUYLER,7499,7112,72,105,387,0.948393119,0.051606881,0.014001867
Illinois,SCOTT,5322,5212,0,27,110,0.979331079,0.020668921,0.005073281
Illinois,SHELBY,22316,21852,72,191,464,0.979207743,0.020792257,0.008558882
Illinois,STARK,5983,5815,20,60,168,0.971920441,0.028079559,0.010028414
Illinois,STEPHENSON,47532,40536,4111,1368,6996,0.852814946,0.147185054,0.028780611
Illinois,TAZEWELL,135201,128394,1152,2560,6807,0.949652739,0.050347261,0.018934771
Illinois,UNION,17799,16436,344,862,1363,0.923422664,0.076577336,0.048429687
Illinois,VERMILION,81463,65363,10549,3471,16100,0.802364264,0.197635736,0.042608301
Illinois,WABASH,11935,11490,7,154,445,0.962714705,0.037285295,0.012903226
Illinois,WARREN,17723,15591,338,1454,2132,0.879704339,0.120295661,0.082040287
Illinois,WASHINGTON,14692,14214,125,201,478,0.967465287,0.032534713,0.013680915
Illinois,WAYNE,16727,16293,69,182,434,0.974053925,0.025946075,0.010880612
Illinois,WHITE,14686,14294,96,162,392,0.973307912,0.026692088,0.011030914
Illinois,WHITESIDE,58400,50184,717,6468,8216,0.859315068,0.140684932,0.110753425
Illinois,WILL,677669,455445,72989,105899,222224,0.672075895,0.327924105,0.156269506
Illinois,WILLIAMSON,66335,60710,2602,1314,5625,0.915203136,0.084796864,0.019808548
Illinois,WINNEBAGO,294433,213664,35652,32254,80769,0.725679526,0.274320474,0.109546145
Illinois,WOODFORD,38736,37337,226,546,1399,0.963883726,0.036116274,0.014095415
Indiana,ADAMS,34343,32447,123,1413,1896,0.944792243,0.055207757,0.041143756
Indiana,ALLEN,355940,271962,41703,23172,83978,0.764066978,0.235933022,0.06510086
Indiana,BARTHOLOMEW,77297,67084,1410,4737,10213,0.867873268,0.132126732,0.061283103
Indiana,BENTON,8816,8260,40,425,556,0.936932849,0.063067151,0.048207804
Indiana,BLACKFORD,12742,12356,48,131,386,0.969706482,0.030293518,0.010280961
Indiana,BOONE,56823,53171,610,1305,3652,0.93573025,0.06426975,0.022966052
Indiana,BROWN,15181,14683,24,186,498,0.967195837,0.032804163,0.012252157
Indiana,CARROLL,20105,19100,88,740,1005,0.950012435,0.049987565,0.036806764
Indiana,CASS,38875,32345,549,4888,6530,0.832025723,0.167974277,0.125736334
Indiana,CLARK,110100,93974,7530,5195,16126,0.853533152,0.146466848,0.047184378
Indiana,CLAY,26908,26159,56,303,749,0.972164412,0.027835588,0.011260592
Indiana,CLINTON,33179,28293,186,4426,4886,0.852738178,0.147261822,0.133397631
Indiana,CRAWFORD,10702,10357,52,130,345,0.967763035,0.032236965,0.012147262
Indiana,DAVIESS,31604,29651,187,1314,1953,0.938204025,0.061795975,0.041577016
Indiana,DEARBORN,49904,48306,338,505,1598,0.967978519,0.032021481,0.010119429
Indiana,DECATUR,25772,24830,88,421,942,0.963448704,0.036551296,0.016335558
Indiana,DEKALB,42218,40390,61,1046,1828,0.956700933,0.043299067,0.024776162
Indiana,DELAWARE,117459,103379,5475,2145,14080,0.880128385,0.119871615,0.018261691
Indiana,DUBOIS,41995,38855,181,2532,3140,0.925229194,0.074770806,0.060292892
Indiana,ELKHART,198214,152855,11140,28064,45359,0.771161472,0.228838528,0.141584348
Indiana,FAYETTE,24220,23314,293,230,906,0.962592898,0.037407102,0.009496284
Indiana,FLOYD,74601,66624,3334,1992,7977,0.893071138,0.106928862,0.026702055
Indiana,FOUNTAIN,17212,16570,54,375,642,0.962700442,0.037299558,0.021787125
Indiana,FRANKLIN,23108,22620,17,207,488,0.978881773,0.021118227,0.008957937
Indiana,FULTON,20762,19328,205,903,1434,0.930931509,0.069068491,0.04349292
Indiana,GIBSON,33437,31673,722,451,1764,0.947244071,0.052755929,0.013488052
Indiana,GRANT,69886,60522,4647,2526,9364,0.86601036,0.13398964,0.036144578
Indiana,GREENE,33032,32193,135,332,839,0.974600388,0.025399612,0.01005086
Indiana,HAMILTON,276098,238359,9152,9539,37739,0.863313027,0.136686973,0.034549327
Indiana,HANCOCK,69778,65619,1443,1210,4159,0.940396687,0.059603313,0.017340709
Indiana,HARRISON,39102,37746,196,592,1356,0.965321467,0.034678533,0.015139891
Indiana,HENDRICKS,145880,128737,7030,4399,17143,0.882485605,0.117514395,0.030154922
Indiana,HENRY,49381,46794,710,707,2587,0.947611429,0.052388571,0.014317248
Indiana,HOWARD,82914,72192,5857,2237,10722,0.870685288,0.129314712,0.026979762
Indiana,HUNTINGTON,37144,35695,187,661,1449,0.960989662,0.039010338,0.017795606
Indiana,JACKSON,42414,38861,125,2416,3553,0.91623049,0.08376951,0.056962324
Indiana,JASPER,33369,30946,236,1757,2423,0.927387695,0.072612305,0.052653661
Indiana,JAY,21353,20438,57,597,915,0.957148878,0.042851122,0.027958601
Indiana,JEFFERSON,32501,30520,672,723,1981,0.939048029,0.060951971,0.022245469
Indiana,JENNINGS,28373,27219,75,569,1154,0.95932753,0.04067247,0.020054277
Indiana,JOHNSON,140033,128765,1825,4297,11268,0.919533253,0.080466747,0.030685624
Indiana,KNOX,38392,36074,1052,603,2318,0.939622838,0.060377162,0.015706397
Indiana,KOSCIUSKO,77328,69391,460,5687,7937,0.897359301,0.102640699,0.073543865
Indiana,LAGRANGE,37284,35404,46,1348,1880,0.949576226,0.050423774,0.036154919
Indiana,LAKE,495230,273611,124204,82652,221619,0.552492781,0.447507219,0.16689619
Indiana,LAPORTE,111335,90579,11786,6053,20756,0.813571653,0.186428347,0.05436745
Indiana,LAWRENCE,46131,44425,210,576,1706,0.963018361,0.036981639,0.012486181
Indiana,MADISON,131244,113315,8802,4177,17929,0.86339185,0.13660815,0.031826217
Indiana,MARION,904535,540057,237264,83186,364478,0.59705484,0.40294516,0.091965485
Indiana,MARSHALL,47045,42037,205,4031,5008,0.89354873,0.10645127,0.08568392
Indiana,MARTIN,10300,10083,20,57,217,0.978932039,0.021067961,0.005533981
Indiana,MIAMI,36850,33281,1737,904,3569,0.903147897,0.096852103,0.024531886
Indiana,MONROE,138048,118580,4182,4064,19468,0.858976588,0.141023412,0.029439036
Indiana,MONTGOMERY,38207,35504,399,1677,2703,0.929253802,0.070746198,0.04389248
Indiana,MORGAN,69033,66883,194,831,2150,0.968855475,0.031144525,0.012037721
Indiana,NEWTON,14199,13234,37,729,965,0.932037467,0.067962533,0.051341644
Indiana,NOBLE,47547,42118,63,4579,5429,0.885818243,0.114181757,0.096304709
Indiana,OHIO,6093,5932,57,82,161,0.973576235,0.026423765,0.013458067
Indiana,ORANGE,19828,19120,263,197,708,0.964292919,0.035707081,0.009935445
Indiana,OWEN,21583,20984,100,200,599,0.972246676,0.027753324,0.009266552
Indiana,PARKE,17251,16462,390,212,789,0.954263521,0.045736479,0.012289143
Indiana,PERRY,19408,18469,506,198,939,0.95161789,0.04838211,0.010201979
Indiana,PIKE,12849,12765,4,12,84,0.993462526,0.006537474,0.000933925
Indiana,PORTER,164386,141314,4605,13958,23072,0.859647415,0.140352585,0.084909907
Indiana,POSEY,25840,24922,329,247,918,0.964473684,0.035526316,0.009558824
Indiana,PULASKI,13395,12794,33,333,601,0.955132512,0.044867488,0.024860022
Indiana,PUTNAM,37995,35161,1457,605,2834,0.925411238,0.074588762,0.015923148
Indiana,RANDOLPH,26101,24810,83,780,1291,0.950538294,0.049461706,0.029883912
Indiana,RIPLEY,28702,27754,97,454,948,0.966970943,0.033029057,0.015817713
Indiana,RUSH,17349,16806,139,193,543,0.968701366,0.031298634,0.01112456
Indiana,ST. JOSEPH,266785,201770,33676,19450,65015,0.756301891,0.243698109,0.072905148
Indiana,SCOTT,24044,23332,104,353,712,0.970387623,0.029612377,0.014681417
Indiana,SHELBY,44435,41481,488,1626,2954,0.933520873,0.066479127,0.036592776
Indiana,SPENCER,20948,20090,138,521,858,0.959041436,0.040958564,0.024871109
Indiana,STARKE,23310,22131,77,772,1179,0.949420849,0.050579151,0.033118833
Indiana,STEUBEN,34116,30936,264,1015,3180,0.906788604,0.093211396,0.029751436
Indiana,SULLIVAN,21379,19842,1049,302,1537,0.928107021,0.071892979,0.014126012
Indiana,SWITZERLAND,10509,10215,45,143,294,0.972023979,0.027976021,0.013607384
Indiana,TIPPECANOE,173317,139186,6604,13025,34131,0.803071828,0.196928172,0.075151312
Indiana,TIPTON,15917,15323,41,356,594,0.96268141,0.03731859,0.022366024
Indiana,UNION,7449,7211,42,31,238,0.968049403,0.031950597,0.004161632
Indiana,VANDERBURGH,179610,153301,16053,3869,26309,0.853521519,0.146478481,0.021541117
Indiana,VERMILLION,16224,15846,16,141,378,0.976701183,0.023298817,0.008690828
Indiana,VIGO,107805,93531,7107,2448,14274,0.867594267,0.132405733,0.022707667
Indiana,WABASH,32804,31277,219,694,1527,0.953450799,0.046549201,0.021155957
Indiana,WARREN,8490,8289,7,86,201,0.976325088,0.023674912,0.010129564
Indiana,WARRICK,59643,55974,499,938,3669,0.93848398,0.06151602,0.015726908
Indiana,WASHINGTON,28162,27442,125,316,720,0.974433634,0.025566366,0.011220794
Indiana,WAYNE,68797,61254,2193,1765,7543,0.890358591,0.109641409,0.025655188
Indiana,WELLS,27677,26623,148,585,1054,0.961917838,0.038082162,0.021136684
Indiana,WHITE,24612,22396,64,1725,2216,0.90996262,0.09003738,0.070087762
Indiana,WHITLEY,33234,32042,158,510,1192,0.964133117,0.035866883,0.01534573
Iowa,ADAIR,7628,7420,11,57,208,0.97273204,0.02726796,0.00747247
Iowa,ADAMS,4027,3918,12,53,109,0.972932704,0.027067296,0.013161162
Iowa,ALLAMAKEE,14285,13203,35,796,1082,0.924256213,0.075743787,0.055722786
Iowa,APPANOOSE,12858,12431,56,183,427,0.966791103,0.033208897,0.014232385
Iowa,AUDUBON,6077,5960,4,39,117,0.980747079,0.019252921,0.00641764
Iowa,BENTON,26044,25238,65,289,806,0.969052373,0.030947627,0.011096606
Iowa,BLACK HAWK,130843,109799,11643,4879,21044,0.839166023,0.160833977,0.037288965
Iowa,BOONE,26324,25225,236,509,1099,0.958251026,0.041748974,0.019335967
Iowa,BREMER,24294,23444,200,253,850,0.965011937,0.034988063,0.010414094
Iowa,BUCHANAN,20988,20368,124,256,620,0.97045931,0.02954069,0.012197446
Iowa,BUENA VISTA,20215,13672,467,4662,6543,0.676329458,0.323670542,0.230620826
Iowa,BUTLER,14899,14565,41,138,334,0.977582388,0.022417612,0.009262367
Iowa,CALHOUN,9936,9584,87,121,352,0.964573269,0.035426731,0.012177939
Iowa,CARROLL,20751,20030,85,353,721,0.965254687,0.034745313,0.017011228
Iowa,CASS,13865,13395,28,267,470,0.966101695,0.033898305,0.019257122
Iowa,CEDAR,18446,17833,16,288,613,0.966767863,0.033232137,0.015613141
Iowa,CERRO GORDO,44083,40824,386,1700,3259,0.926071275,0.073928725,0.038563619
Iowa,CHEROKEE,12011,11457,36,286,554,0.953875614,0.046124386,0.023811506
Iowa,CHICKASAW,12409,11990,25,270,419,0.966234185,0.033765815,0.021758401
Iowa,CLARKE,9286,8200,91,925,1086,0.883049752,0.116950248,0.09961232
Iowa,CLAY,16649,15828,48,472,821,0.950687729,0.049312271,0.028350051
Iowa,CLAYTON,18056,17490,62,308,566,0.968653079,0.031346921,0.017058042
Iowa,CLINTON,49074,45410,1382,1254,3664,0.925337246,0.074662754,0.025553246
Iowa,CRAWFORD,17100,12794,72,4137,4306,0.748187135,0.251812865,0.241929825
Iowa,DALLAS,66997,59214,823,4133,7783,0.883830619,0.116169381,0.061689329
Iowa,DAVIS,8718,8515,9,87,203,0.976714843,0.023285157,0.009979353
Iowa,DECATUR,8382,7873,148,190,509,0.939274636,0.060725364,0.022667621
Iowa,DELAWARE,17721,17364,18,145,357,0.97985441,0.02014559,0.008182382
Iowa,DES MOINES,40268,35962,2045,1079,4306,0.893066455,0.106933545,0.02679547
Iowa,DICKINSON,16778,16352,58,195,426,0.974609608,0.025390392,0.011622363
Iowa,DUBUQUE,93776,87277,1331,1813,6499,0.930696553,0.069303447,0.019333305
Iowa,EMMET,10263,9227,92,808,1036,0.899054857,0.100945143,0.078729416
Iowa,FAYETTE,20894,19964,186,392,930,0.955489614,0.044510386,0.018761367
Iowa,FLOYD,16204,15339,213,323,865,0.946618119,0.053381881,0.01993335
Iowa,FRANKLIN,10650,9311,19,1176,1339,0.8742723,0.1257277,0.110422535
Iowa,FREMONT,7373,7062,15,182,311,0.95781907,0.04218093,0.02468466
Iowa,GREENE,9304,8961,4,195,343,0.963134136,0.036865864,0.020958727
Iowa,GRUNDY,12431,12161,18,126,270,0.978280106,0.021719894,0.01013595
Iowa,GUTHRIE,10915,10545,32,207,370,0.966101695,0.033898305,0.018964727
Iowa,HAMILTON,15614,14305,52,761,1309,0.91616498,0.08383502,0.048738312
Iowa,HANCOCK,11320,10723,7,395,597,0.947261484,0.052738516,0.034893993
Iowa,HARDIN,17479,16386,128,644,1093,0.937467819,0.062532181,0.036844213
Iowa,HARRISON,14838,14427,15,185,411,0.972300849,0.027699151,0.012467988
Iowa,HENRY,20242,18199,409,781,2043,0.899071238,0.100928762,0.038583144
Iowa,HOWARD,9568,9316,73,80,252,0.973662207,0.026337793,0.008361204
Iowa,HUMBOLDT,9818,9304,13,347,514,0.947647179,0.052352821,0.035343247
Iowa,IDA,7113,6915,16,107,198,0.972163644,0.027836356,0.015042879
Iowa,IOWA,16320,15773,60,313,547,0.966482843,0.033517157,0.019178922
Iowa,JACKSON,19807,18427,133,227,1380,0.930327662,0.069672338,0.011460595
Iowa,JASPER,36823,35248,451,536,1575,0.95722782,0.04277218,0.01455612
Iowa,JEFFERSON,16791,14386,196,420,2405,0.856768507,0.143231493,0.0250134
Iowa,JOHNSON,131627,109500,6061,6249,22127,0.831896192,0.168103808,0.047475062
Iowa,JONES,20686,19734,350,274,952,0.953978536,0.046021464,0.013245673
Iowa,KEOKUK,10480,10241,32,104,239,0.977194656,0.022805344,0.009923664
Iowa,KOSSUTH,15510,15046,34,220,464,0.970083817,0.029916183,0.014184397
Iowa,LEE,35741,32684,1043,1107,3057,0.914467978,0.085532022,0.030972832
Iowa,LINN,211954,189055,8371,5628,22899,0.891962407,0.108037593,0.026552931
Iowa,LOUISA,11448,9288,110,1834,2160,0.811320755,0.188679245,0.160202655
Iowa,LUCAS,8913,8735,12,66,178,0.980029171,0.019970829,0.007404914
Iowa,LYON,11623,11289,3,224,334,0.971263873,0.028736127,0.019272133
Iowa,MADISON,15630,15175,90,198,455,0.970889315,0.029110685,0.012667946
Iowa,MAHASKA,22432,21292,169,377,1140,0.949179743,0.050820257,0.016806348
Iowa,MARION,33388,31894,185,535,1494,0.955253384,0.044746616,0.016023721
Iowa,MARSHALL,40568,31683,754,6982,8885,0.780985013,0.219014987,0.172106093
Iowa,MILLS,15028,14346,82,365,682,0.954618046,0.045381954,0.024287996
Iowa,MITCHELL,10761,10542,21,98,219,0.979648732,0.020351268,0.00910696
Iowa,MONONA,9242,8887,21,114,355,0.961588401,0.038411599,0.012334992
Iowa,MONROE,7979,7671,50,77,308,0.961398672,0.038601328,0.009650332
Iowa,MONTGOMERY,10710,10215,4,314,495,0.953781513,0.046218487,0.029318394
Iowa,MUSCATINE,42729,34520,486,6764,8209,0.807882235,0.192117765,0.158299984
Iowa,O'BRIEN,14302,13519,30,534,783,0.945252412,0.054747588,0.037337435
Iowa,OSCEOLA,6413,5920,41,393,493,0.923124903,0.076875097,0.061281771
Iowa,PAGE,15902,14724,353,446,1178,0.925921268,0.074078732,0.028046787
Iowa,PALO ALTO,9402,9076,37,157,326,0.965326526,0.034673474,0.016698575
Iowa,PLYMOUTH,24911,23638,36,740,1273,0.948898077,0.051101923,0.029705752
Iowa,POCAHONTAS,7307,7017,63,179,290,0.96031203,0.03968797,0.024497058
Iowa,POLK,431811,348895,25083,32479,82916,0.807980806,0.192019194,0.075215777
Iowa,POTTAWATTAMIE,92793,83239,1184,5992,9554,0.897039647,0.102960353,0.064573836
Iowa,POWESHIEK,18888,17671,179,456,1217,0.935567556,0.064432444,0.024142313
Iowa,RINGGOLD,5123,4954,5,93,169,0.967011517,0.032988483,0.018153426
Iowa,SAC,10307,9976,75,199,331,0.967885903,0.032114097,0.019307267
Iowa,SCOTT,165432,137294,11847,9262,28138,0.829911988,0.170088012,0.05598675
Iowa,SHELBY,12158,11756,10,221,402,0.966935351,0.033064649,0.018177332
Iowa,SIOUX,33776,30270,155,2898,3506,0.896198484,0.103801516,0.085800568
Iowa,STORY,89734,77999,2368,2657,11735,0.869224597,0.130775403,0.029609735
Iowa,TAMA,17746,14899,98,1302,2847,0.83956948,0.16043052,0.073368646
Iowa,TAYLOR,6292,5818,6,391,474,0.924666243,0.075333757,0.062142403
Iowa,UNION,12525,12011,269,56,514,0.958962076,0.041037924,0.004471058
Iowa,VAN BUREN,7565,7374,20,87,191,0.974752148,0.025247852,0.01150033
Iowa,WAPELLO,35449,30992,444,3151,4457,0.874270078,0.125729922,0.088888262
Iowa,WARREN,46239,44316,218,884,1923,0.95841173,0.04158827,0.019118061
Iowa,WASHINGTON,21765,20185,157,1120,1580,0.927406386,0.072593614,0.051458764
Iowa,WAYNE,6372,6202,5,75,170,0.973320778,0.026679222,0.011770245
Iowa,WEBSTER,37895,34068,1532,1428,3827,0.899010424,0.100989576,0.037683072
Iowa,WINNEBAGO,10800,10200,94,345,600,0.944444444,0.055555556,0.031944444
Iowa,WINNESHIEK,21033,20130,173,408,903,0.957067465,0.042932535,0.019398089
Iowa,WOODBURY,101948,79133,2385,13828,22815,0.77620944,0.22379056,0.135637776
Iowa,WORTH,7581,7309,25,154,272,0.964120828,0.035879172,0.020313943
Iowa,WRIGHT,13173,11733,32,1220,1440,0.890685493,0.109314507,0.092613679
Kansas,ALLEN,13364,12272,266,385,1092,0.918287938,0.081712062,0.02880874
Kansas,ANDERSON,8066,7719,22,11,347,0.956979916,0.043020084,0.001363749
Kansas,ATCHISON,16854,15043,880,401,1811,0.892547763,0.107452237,0.023792571
Kansas,BARBER,4867,4653,8,91,214,0.956030409,0.043969591,0.018697349
Kansas,BARTON,27556,22998,355,3676,4558,0.834591378,0.165408622,0.133401074
Kansas,BOURBON,15060,13836,431,313,1224,0.9187251,0.0812749,0.020783533
Kansas,BROWN,9962,8391,144,314,1571,0.842300743,0.157699257,0.031519775
Kansas,BUTLER,65647,59624,1019,2588,6023,0.90825171,0.09174829,0.039422974
Kansas,CHASE,2788,2598,32,100,190,0.931850789,0.068149211,0.035868006
Kansas,CHAUTAUQUA,3654,3267,29,89,387,0.89408867,0.10591133,0.024356869
Kansas,CHEROKEE,21521,19215,104,431,2306,0.892848845,0.107151155,0.02002695
Kansas,CHEYENNE,2724,2545,0,137,179,0.934287812,0.065712188,0.050293686
Kansas,CLARK,2198,1981,4,156,217,0.901273885,0.098726115,0.070973612
Kansas,CLAY,8547,8174,120,177,373,0.956358956,0.043641044,0.020709021
Kansas,CLOUD,9479,8985,31,277,494,0.947884798,0.052115202,0.029222492
Kansas,COFFEY,8553,8123,56,175,430,0.949725243,0.050274757,0.020460657
Kansas,COMANCHE,1893,1746,0,109,147,0.922345483,0.077654517,0.05758056
Kansas,COWLEY,36259,29744,963,3324,6515,0.820320472,0.179679528,0.091673791
Kansas,CRAWFORD,39133,34769,755,1778,4364,0.888482866,0.111517134,0.045434799
Kansas,DECATUR,2939,2833,20,28,106,0.963933311,0.036066689,0.00952705
Kansas,DICKINSON,19766,18315,68,788,1451,0.926591116,0.073408884,0.039866437
Kansas,DONIPHAN,7931,7255,274,170,676,0.914764847,0.085235153,0.021434876
Kansas,DOUGLAS,111073,90582,3982,5749,20491,0.815517723,0.184482277,0.051758753
Kansas,EDWARDS,3021,2416,8,536,605,0.799735187,0.200264813,0.177424694
Kansas,ELK,2856,2663,24,81,193,0.932422969,0.067577031,0.028361345
Kansas,ELLIS,28525,26173,295,1317,2352,0.917546012,0.082453988,0.046170026
Kansas,ELLSWORTH,6477,5696,297,328,781,0.879419484,0.120580516,0.050640729
Kansas,FINNEY,36608,16998,684,17136,19610,0.464324738,0.535675262,0.468094406
Kansas,FORD,33725,14862,597,17165,18863,0.440681987,0.559318013,0.508969607
Kansas,FRANKLIN,25916,23834,185,930,2082,0.919663528,0.080336472,0.035885167
Kansas,GEARY,34110,20485,5851,4321,13625,0.600557021,0.399442979,0.126678393
Kansas,GOVE,2771,2697,18,23,74,0.973294839,0.026705161,0.008300253
Kansas,GRAHAM,2617,2375,92,39,242,0.907527703,0.092472297,0.01490256
Kansas,GRANT,7817,4219,3,3429,3598,0.539721121,0.460278879,0.438659332
Kansas,GRAY,5982,5013,0,856,969,0.838014042,0.161985958,0.143095955
Kansas,GREELEY,1234,1014,10,190,220,0.82171799,0.17828201,0.153970827
Kansas,GREENWOOD,6654,6215,11,224,439,0.934024647,0.065975353,0.033663962
Kansas,HAMILTON,2656,1914,1,727,742,0.72063253,0.27936747,0.27371988
Kansas,HARPER,5998,5519,38,309,479,0.920140047,0.079859953,0.051517172
Kansas,HARVEY,34572,29290,398,3695,5282,0.847217401,0.152782599,0.106878399
Kansas,HASKELL,4222,2986,11,1155,1236,0.70724775,0.29275225,0.27356703
Kansas,HODGEMAN,1949,1745,1,191,204,0.895330939,0.104669061,0.097998974
Kansas,JACKSON,13401,11454,120,460,1947,0.854712335,0.145287665,0.034325797
Kansas,JEFFERSON,19036,18062,46,371,974,0.948833789,0.051166211,0.019489389
Kansas,JEWELL,3085,2967,12,62,118,0.961750405,0.038249595,0.020097245
Kansas,JOHNSON,546046,447891,22888,38735,98155,0.820244082,0.179755918,0.070937247
Kansas,KEARNY,3952,2696,18,1134,1256,0.682186235,0.317813765,0.28694332
Kansas,KINGMAN,7876,7484,42,202,392,0.950228542,0.049771458,0.025647537
Kansas,KIOWA,2503,2320,9,104,183,0.926887735,0.073112265,0.04155014
Kansas,LABETTE,21574,18459,756,876,3115,0.855613238,0.144386762,0.040604431
Kansas,LANE,1666,1533,1,97,133,0.920168067,0.079831933,0.058223289
Kansas,LEAVENWORTH,76286,61218,6410,4409,15068,0.802480141,0.197519859,0.057795664
Kansas,LINCOLN,3240,3108,3,73,132,0.959259259,0.040740741,0.022530864
Kansas,LINN,9613,9151,40,184,462,0.951940081,0.048059919,0.019140747
Kansas,LOGAN,2766,2607,0,10,159,0.942516269,0.057483731,0.003615329
Kansas,LYON,34103,24862,632,6915,9241,0.729026772,0.270973228,0.202768085
Kansas,MCPHERSON,29208,27191,270,1030,2017,0.930943577,0.069056423,0.035264311
Kansas,MARION,12565,11870,110,308,695,0.944687624,0.055312376,0.024512535
Kansas,MARSHALL,10083,9696,21,190,387,0.961618566,0.038381434,0.018843598
Kansas,MEADE,4504,3652,41,689,852,0.810834813,0.189165187,0.152975133
Kansas,MIAMI,32546,30444,399,850,2102,0.93541449,0.06458551,0.026116881
Kansas,MITCHELL,6359,6170,21,127,189,0.970278346,0.029721654,0.019971694
Kansas,MONTGOMERY,35167,28487,2005,1829,6680,0.810049194,0.189950806,0.052008986
Kansas,MORRIS,5917,5550,6,219,367,0.937975325,0.062024675,0.037011999
Kansas,MORTON,3207,2429,40,621,778,0.757405675,0.242594325,0.193638915
Kansas,NEMAHA,10170,9820,98,129,350,0.965585054,0.034414946,0.012684366
Kansas,NEOSHO,16501,15113,193,689,1388,0.915883886,0.084116114,0.041755045
Kansas,NESS,3102,2843,11,218,259,0.91650548,0.08349452,0.07027724
Kansas,NORTON,5658,5046,206,238,612,0.891834571,0.108165429,0.042064334
Kansas,OSAGE,16300,15530,67,349,770,0.952760736,0.047239264,0.021411043
Kansas,OSBORNE,3852,3732,12,48,120,0.968847352,0.031152648,0.012461059
Kansas,OTTAWA,6099,5827,44,123,272,0.955402525,0.044597475,0.020167241
Kansas,PAWNEE,6945,5982,347,464,963,0.861339093,0.138660907,0.066810655
Kansas,PHILLIPS,5579,5246,10,124,333,0.940311884,0.059688116,0.022226205
Kansas,POTTAWATOMIE,21620,19708,272,965,1912,0.911563367,0.088436633,0.044634598
Kansas,PRATT,9670,8787,106,540,883,0.90868666,0.09131334,0.055842813
Kansas,RAWLINS,2555,2416,5,87,139,0.945596869,0.054403131,0.034050881
Kansas,RENO,64346,55459,1894,5193,8887,0.861887297,0.138112703,0.080704317
Kansas,REPUBLIC,4965,4838,6,56,127,0.974420947,0.025579053,0.011278953
Kansas,RICE,10077,8572,57,994,1505,0.850649995,0.149350005,0.098640468
Kansas,RILEY,71927,57168,4415,4781,14759,0.794805845,0.205194155,0.066470171
Kansas,ROOKS,5205,5000,24,30,205,0.960614793,0.039385207,0.005763689
Kansas,RUSH,3262,3149,44,14,113,0.965358676,0.034641324,0.004291845
Kansas,RUSSELL,6926,6586,67,120,340,0.950909616,0.049090384,0.017326018
Kansas,SALINE,55493,45472,1623,5377,10021,0.819418665,0.180581335,0.096895104
Kansas,SCOTT,4872,4035,7,738,837,0.82820197,0.17179803,0.151477833
Kansas,SEDGWICK,497062,348721,43509,63829,148341,0.701564392,0.298435608,0.128412552
Kansas,SEWARD,23013,8274,752,12972,14739,0.359535914,0.640464086,0.563681397
Kansas,SHAWNEE,177688,134481,14083,19166,43207,0.756837828,0.243162172,0.107863221
Kansas,SHERIDAN,2562,2446,11,81,116,0.954722873,0.045277127,0.031615925
Kansas,SHERMAN,6036,5174,62,671,862,0.857190192,0.142809808,0.111166335
Kansas,SMITH,3835,3694,4,58,141,0.963233377,0.036766623,0.015123859
Kansas,STAFFORD,4398,3757,27,529,641,0.854251933,0.145748067,0.120281946
Kansas,STANTON,2200,1195,23,901,1005,0.543181818,0.456818182,0.409545455
Kansas,STEVENS,5633,3694,36,1813,1939,0.655778448,0.344221552,0.321853364
Kansas,SUMNER,24000,21920,140,1106,2080,0.913333333,0.086666667,0.046083333
Kansas,THOMAS,7854,7289,112,366,565,0.928062134,0.071937866,0.046600458
Kansas,TREGO,2977,2852,10,67,125,0.958011421,0.041988579,0.022505878
Kansas,WABAUNSEE,7048,6657,43,205,391,0.944523269,0.055476731,0.029086266
Kansas,WALLACE,1508,1403,1,94,105,0.930371353,0.069628647,0.062334218
