"Office","State","CensusPop","raceYear","Area","AreaNumber","RedistrictedDate","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes"
"House","Illinois","N/A","2014","District 2","2","20120101","43,799","Wallace, Eric M.","Challenger","160,337","Kelly, Robin L.","Incumbent","Write-in","130","Lewis, Marcus","Challenger","N/A","116,538","D",".06","21.46","78.54",""
"House","Illinois","N/A","2012","District 2","2","20120101","69,115","Woodworth, Brian","Challenger","188,303","Jackson, Jesse L. Jr.","Incumbent","Independent","40,006","Lewis, Marcus","Challenger","288","119,188","D","13.44","26.85","73.15","The other vote was: Williams, Anthony W. (Write-in) 288"
"House","Illinois","N/A","2014","District 3","3","20120101","64,091","Brannigan, Sharon M.","Challenger","116,764","Lipinski, Daniel William","Incumbent","N/A","N/A","N/A","N/A","N/A","52,673","D",".00","35.44","64.56",""
"House","Illinois","N/A","2012","District 3","3","20120101","77,653","Grabowski, Richard","Challenger","168,738","Lipinski, Daniel William","Incumbent","Write-in","7","Anderson, Laura","Challenger","N/A","91,085","D",".00","31.52","68.48",""
"House","Illinois","N/A","2014","District 4","4","20120101","22,278","Concepcion, Hector","Challenger","79,666","Gutierrez, Luis V.","Incumbent","N/A","N/A","N/A","N/A","N/A","57,388","D",".00","21.85","78.15",""
"House","Illinois","N/A","2012","District 4","4","20120101","27,279","Concepcion, Hector","Challenger","133,226","Gutierrez, Luis V.","Incumbent","Write-in","4","Viramontes, Ymelda","Challenger","N/A","105,947","D",".00","17.00","83.00",""
"House","Illinois","N/A","2014","District 5","5","20120101","56,350","Kolber, Vincent A.","Challenger","116,364","Quigley, Mike","Incumbent","Green","11,305","Wade, Nancy","Challenger","N/A","60,014","D","6.14","32.63","67.37",""
"House","Illinois","N/A","2012","District 5","5","20120101","77,289","Schmitt, Dan","Challenger","177,729","Quigley, Mike","Incumbent","Green","15,359","Wade, Nancy","Challenger","N/A","100,440","D","5.68","30.31","69.69",""
"House","Illinois","N/A","2014","District 6","6","20120101","160,287","Roskam, Peter J.","Incumbent","78,465","Mason, Michael","Challenger","N/A","N/A","N/A","N/A","N/A","81,822","R",".00","67.14","32.86",""
"House","Illinois","N/A","2012","District 6","6","20120101","193,138","Roskam, Peter J.","Incumbent","132,991","Coolidge, Leslie","Challenger","N/A","N/A","N/A","N/A","N/A","60,147","R",".00","59.22","40.78",""
"House","Illinois","N/A","2014","District 7","7","20120101","27,168","Bumpers, Robert L.","Challenger","155,110","Davis, Danny K.","Incumbent","N/A","N/A","N/A","N/A","N/A","127,942","D",".00","14.90","85.10",""
"House","Illinois","N/A","2012","District 7","7","20120101","31,466","Zak, Rita","Challenger","242,439","Davis, Danny K.","Incumbent","Independent","12,523","Monaghan, John","Challenger","7","210,973","D","4.37","11.49","88.51","The other vote was: Collins, Phil (Write-in) 5; Richter, Dennis (Write-in) 2"
"House","Illinois","N/A","2014","District 8","8","20120101","66,878","Kaifesh, Lawrence Joseph","Challenger","84,178","Duckworth, Tammy","Incumbent","N/A","N/A","N/A","N/A","N/A","17,300","D",".00","44.27","55.73",""
"House","Illinois","N/A","2012","District 8","8","20120101","101,860","Walsh, Joe","Incumbent","123,206","Duckworth, Tammy","Challenger","N/A","N/A","N/A","N/A","N/A","21,346","D",".00","45.26","54.74",""
"House","Illinois","N/A","2014","District 9","9","20120101","72,384","Atanus, Susanne","Challenger","141,000","Schakowsky, Janice D.","Incumbent","Write-in","66","Collins, Phil","Challenger","N/A","68,616","D",".03","33.92","66.08",""
"House","Illinois","N/A","2012","District 9","9","20120101","98,924","Wolfe, Timothy","Challenger","194,869","Schakowsky, Janice D.","Incumbent","Write-in","8","Shioura, Hilaire Fuji","Challenger","6","95,945","D",".00","33.67","66.33","The other vote was: Atanus, Susanne (Write-in) 6"
"House","Illinois","N/A","2014","District 10","10","20120101","95,992","Dold, Robert","Challenger","91,136","Schneider, Brad","Incumbent","N/A","N/A","N/A","N/A","N/A","4,856","R",".00","51.30","48.70",""
"House","Illinois","N/A","2012","District 10","10","20120101","130,564","Dold, Robert","Incumbent","133,890","Schneider, Brad","Challenger","N/A","N/A","N/A","N/A","N/A","3,326","D",".00","49.37","50.63",""
"House","Illinois","N/A","2014","District 11","11","20120101","81,335","Senger, Darlene","Challenger","93,436","Foster, Bill","Incumbent","Write-in","1","Vlakancic, Constant","Challenger","N/A","12,101","D",".00","46.54","53.46",""
"House","Illinois","N/A","2012","District 11","11","20120101","105,348","Biggert, Judy","Incumbent","148,928","Foster, Bill","Challenger","Write-in","19","Michel, Chris","Challenger","N/A","43,580","D",".01","41.43","58.57",""
"House","Illinois","N/A","2014","District 12","12","20120101","110,038","Bost, Mike","Challenger","87,860","Enyart, William","Incumbent","Green","11,840","Bradshaw, Paula","Challenger","N/A","22,178","R","5.65","55.60","44.40",""
"House","Illinois","N/A","2012","District 12","12","20120101","129,902","Plummer, Jason","Challenger","157,000","Enyart, William","Challenger","Green","17,045","Bradshaw, Paula","Challenger","2","27,098","D","5.61","45.28","54.72","The other vote was: Horton, Shon-Tiyon (Write-in) 2"
"House","Illinois","N/A","2014","District 13","13","20120101","123,337","Davis, Rodney L.","Incumbent","86,935","Callis, Ann E.","Challenger","N/A","N/A","N/A","N/A","N/A","36,402","R",".00","58.66","41.34",""
"House","Illinois","N/A","2012","District 13","13","20120101","137,034","Davis, Rodney L.","Challenger","136,032","Gill, David M.","Challenger","Independent","21,319","Hartman, John","Challenger","N/A","1,002","R","7.24","50.18","49.82",""
"House","Illinois","N/A","2014","District 14","14","20120101","145,369","Hultgren, Randy M.","Incumbent","76,861","Anderson, Dennis","Challenger","N/A","N/A","N/A","N/A","N/A","68,508","R",".00","65.41","34.59",""
"House","Illinois","N/A","2012","District 14","14","20120101","177,603","Hultgren, Randy M.","Incumbent","124,351","Anderson, Dennis","Challenger","N/A","N/A","N/A","N/A","N/A","53,252","R",".00","58.82","41.18",""
"House","Illinois","N/A","2014","District 15","15","20120101","166,274","Shimkus, John M.","Incumbent","55,652","Thorsland, Eric","Challenger","N/A","N/A","N/A","N/A","N/A","110,622","R",".00","74.92","25.08",""
"House","Illinois","N/A","2012","District 15","15","20120101","205,775","Shimkus, John M.","Incumbent","94,162","Michael, Angela","Challenger","N/A","N/A","N/A","N/A","N/A","111,613","R",".00","68.61","31.39",""
"House","Illinois","N/A","2014","District 16","16","20120101","153,388","Kinzinger, Adam","Incumbent","63,810","Olsen, Randall Wayne","Challenger","N/A","N/A","N/A","N/A","N/A","89,578","R",".00","70.62","29.38",""
"House","Illinois","N/A","2012","District 16","16","20120101","181,789","Kinzinger, Adam","Incumbent","112,301","Rohl, Wanda","Challenger","N/A","N/A","N/A","N/A","N/A","69,488","R",".00","61.81","38.19",""
"House","Illinois","N/A","2014","District 17","17","20120101","88,785","Schilling, Bobby","Challenger","110,560","Bustos, Cheri","Incumbent","Write-in","16","Fawell, Bill","Challenger","N/A","21,775","D",".01","44.54","55.46",""
"House","Illinois","N/A","2012","District 17","17","20120101","134,623","Schilling, Bobby","Incumbent","153,519","Bustos, Cheri","Challenger","Write-in","10","Reyes, Eric","Challenger","9","18,896","D",".00","46.72","53.28","The other vote was: Faber, Joe (Write-in) 9"
"House","Illinois","N/A","2014","District 18","18","20120101","184,363","Schock, Aaron","Incumbent","62,377","Miller, Darrel Ervin","Challenger","N/A","N/A","N/A","N/A","N/A","121,986","R",".00","74.72","25.28",""
"House","Illinois","N/A","2012","District 18","18","20120101","244,467","Schock, Aaron","Incumbent","85,164","Waterworth, Steve","Challenger","N/A","N/A","N/A","N/A","N/A","159,303","R",".00","74.16","25.84",""
"House","Indiana","N/A","2014","District 1","1","20120101","51,000","Leyva, Mark J.","Challenger","86,579","Visclosky, Peter J.","Incumbent","Libertarian","4,714","Dunn, Donna","Challenger","N/A","35,579","D","3.31","37.07","62.93",""
"House","Indiana","N/A","2012","District 1","1","20120101","91,291","Phelps, Joel","Challenger","187,743","Visclosky, Peter J.","Incumbent","N/A","N/A","N/A","N/A","N/A","96,452","D",".00","32.72","67.28",""
"House","Indiana","N/A","2014","District 2","2","20120101","85,583","Walorski, Jackie","Incumbent","55,590","Bock, Joe","Challenger","Libertarian","4,027","Petermann, Jeff","Challenger","N/A","29,993","R","2.77","60.62","39.38",""
"House","Indiana","N/A","2012","District 2","2","20120101","134,033","Walorski, Jackie","Challenger","130,113","Mullen, Brendan","Challenger","Libertarian","9,326","Ruiz, Joe","Challenger","3","3,920","R","3.41","50.74","49.26","The other vote was: Lunce, Kenneth R. Jr. (Write-in) 3"
"House","Indiana","N/A","2014","District 3","3","20120101","102,889","Stutzman, Marlin A.","Incumbent","39,771","Kuhnle, Justin","Challenger","Libertarian","6,133","Wise, Scott","Challenger","N/A","63,118","R","4.12","72.12","27.88",""
"House","Indiana","N/A","2012","District 3","3","20120101","187,872","Stutzman, Marlin A.","Incumbent","92,363","Boyd, Kevin","Challenger","N/A","N/A","N/A","N/A","N/A","95,509","R",".00","67.04","32.96",""
"House","Indiana","N/A","2014","District 4","4","20120101","94,998","Rokita, Todd","Incumbent","47,056","Dale, John","Challenger","N/A","N/A","N/A","N/A","N/A","47,942","R",".00","66.87","33.13",""
"House","Indiana","N/A","2012","District 4","4","20120101","168,688","Rokita, Todd","Incumbent","93,015","Nelson, Tara E.","Challenger","Libertarian","10,565","Gehlhausen, Benjamin","Challenger","N/A","75,673","R","3.88","64.46","35.54",""
"House","Indiana","N/A","2014","District 5","5","20120101","105,277","Brooks, Susan","Incumbent","49,756","Denney, Shawn A.","Challenger","Libertarian","6,407","Krom, John","Challenger","N/A","55,521","R","3.97","67.91","32.09",""
"House","Indiana","N/A","2012","District 5","5","20120101","194,570","Brooks, Susan","Challenger","125,347","Reske, Scott","Challenger","Libertarian","13,442","Reid, Chard","Challenger","N/A","69,223","R","4.03","60.82","39.18",""
"House","Indiana","N/A","2014","District 6","6","20120101","102,187","Messer, Luke","Incumbent","45,509","Heitzman, Susan Hall","Challenger","Libertarian","7,375","Miller, Eric","Challenger","N/A","56,678","R","4.76","69.19","30.81",""
"House","Indiana","N/A","2012","District 6","6","20120101","162,613","Messer, Luke","Challenger","96,678","Bookout, Brad","Challenger","Libertarian","15,962","Bell, Rex","Challenger","N/A","65,935","R","5.80","62.71","37.29",""
"House","Indiana","N/A","2014","District 7","7","20120101","46,887","Ping, Catherine","Challenger","61,443","Carson, Andre D.","Incumbent","Libertarian","3,931","Mayo, Chris","Challenger","N/A","14,556","D","3.50","43.28","56.72",""
"House","Indiana","N/A","2012","District 7","7","20120101","95,828","May, Carlos","Challenger","162,122","Carson, Andre D.","Incumbent","N/A","N/A","N/A","N/A","N/A","66,294","D",".00","37.15","62.85",""
"House","Indiana","N/A","2014","District 8","8","20120101","103,344","Bucshon, Larry D.","Challenger","61,384","Spangler, Tom","Challenger","Libertarian","6,587","Horning, Andrew M.","Challenger","N/A","41,960","R","3.84","62.74","37.26",""
"House","Indiana","N/A","2012","District 8","8","20120101","151,533","Bucshon, Larry D.","Incumbent","122,325","Crooks, Dave","Challenger","Libertarian","10,134","Gadau, Bart","Challenger","N/A","29,208","R","3.57","55.33","44.67",""
"House","Indiana","N/A","2014","District 9","9","20120101","101,594","Young, Todd","Incumbent","55,016","Bailey, Bill","Challenger","Libertarian","5,777","Frey, R. Mike","Challenger","N/A","46,578","R","3.56","64.87","35.13",""
"House","Indiana","N/A","2012","District 9","9","20120101","165,332","Young, Todd","Incumbent","132,848","Yoder, Shelli","Challenger","N/A","N/A","N/A","N/A","N/A","32,484","R",".00","55.45","44.55",""
"House","Iowa","N/A","2014","District 1","1","20120101","147,762","Blum, Rod","Challenger","141,145","Murphy, Pat","Challenger","Write-in","399","Write-In","Challenger","N/A","6,617","R",".14","51.15","48.85",""
"House","Iowa","N/A","2012","District 1","1","20120101","162,465","Lange, Benjamin M.","Challenger","222,422","Braley, Bruce","Incumbent","Nominated by Petition","4,772","Hughes, Gregory James","Challenger","1,190","59,957","D","1.22","42.21","57.79","The other vote was: Krail, George Todd II (Nominated by Petition) 931; Scattered Write-In (Write-in) 259"
"House","Iowa","N/A","2014","District 2","2","20120101","129,455","Miller-Meeks, Mariannette","Challenger","143,431","Loebsack, Dave","Incumbent","Write-in","443","Write-In","Challenger","N/A","13,976","D",".16","47.44","52.56",""
"House","Iowa","N/A","2012","District 2","2","20120101","161,977","Archer, John","Challenger","211,863","Loebsack, David","Incumbent","Nominated by Petition","7,112","Aversa, Alan","Challenger","323","49,886","D","1.87","43.33","56.67","The other vote was: Scattered Write-In (Write-in) 323"
"House","Iowa","N/A","2014","District 3","3","20120101","148,814","Young, David","Challenger","119,109","Appel, Staci","Challenger","Libertarian","9,054","Wright, Edward Benedict","Challenger","5,089","29,705","R","3.21","55.54","44.46","The other vote was: Holder, Bryan Jack (No Party) 4,360; Write-In (Write-in) 729"
"House","Iowa","N/A","2012","District 3","3","20120101","202,000","Latham, Tom","Incumbent","168,632","Boswell, Leonard L.","Challenger","Nominated by Petition","9,352","Batcher, Scott G.","Challenger","6,858","33,368","R","2.42","54.50","45.50","The other vote was: Rosenfeld, David (Socialist Workers Party) 6,286; Scattered Write-In (Write-in) 572"
"House","Iowa","N/A","2014","District 4","4","20120101","169,834","King, Steve","Incumbent","105,504","Mowrer, Jim","Challenger","Write-in","295","Write-In","Challenger","N/A","64,330","R",".11","61.68","38.32",""
"House","Iowa","N/A","2012","District 4","4","20120101","200,063","King, Steve","Incumbent","169,470","Vilsack, Christie","Challenger","Nominated by Petition","8,124","Monroe, Martin James","Challenger","226","30,593","R","2.15","54.14","45.86","The other vote was: Scattered Write-In (Write-in) 226"
"House","Kansas","N/A","2014","District 1","1","20120101","138,764","Huelskamp, Tim","Incumbent","65,397","Sherow, James E.","Challenger","N/A","N/A","N/A","N/A","N/A","73,367","R",".00","67.97","32.03",""
"House","Kansas","N/A","2012","District 1","1","20120101","211,337","Huelskamp, Tim","Incumbent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","211,337","R",".00","100.00",".00",""
"House","Kansas","N/A","2014","District 2","2","20120101","128,742","Jenkins, Lynn","Incumbent","87,153","Wakefield, Margie","Challenger","Libertarian","9,791","Clemmons, Christopher","Challenger","N/A","41,589","R","4.34","59.63","40.37",""
"House","Kansas","N/A","2012","District 2","2","20120101","167,463","Jenkins, Lynn","Incumbent","113,735","Schlingensiepen, Tobias","Challenger","Libertarian","12,520","Hawver, Dennis","Challenger","N/A","53,728","R","4.26","59.55","40.45",""
"House","Kansas","N/A","2014","District 3","3","20120101","134,493","Yoder, Kevin","Incumbent","89,584","Kultala, Kelly","Challenger","N/A","N/A","N/A","N/A","N/A","44,909","R",".00","60.02","39.98",""
"House","Kansas","N/A","2012","District 3","3","20120101","201,087","Yoder, Kevin","Incumbent","N/A","N/A","N/A","Libertarian","92,675","Balam, Joel","Challenger","N/A","108,412","R","31.55","100.00",".00",""
"House","Kansas","N/A","2014","District 4","4","20120101","138,757","Pompeo, Mike","Incumbent","69,396","Schuckman, Perry","Challenger","N/A","N/A","N/A","N/A","N/A","69,361","R",".00","66.66","33.34",""
"House","Kansas","N/A","2012","District 4","4","20120101","161,094","Pompeo, Mike","Incumbent","81,770","Tillman, Robert","Challenger","Libertarian","16,058","Jefferson, Thomas","Challenger","N/A","79,324","R","6.20","66.33","33.67",""
"House","Kentucky","N/A","2014","District 1","1","20120101","173,022","Whitfield, Edward","Incumbent","63,596","Hatchett, Charles Kendall","Challenger","N/A","N/A","N/A","N/A","N/A","109,426","R",".00","73.12","26.88",""
"House","Kentucky","N/A","2012","District 1","1","20120101","199,956","Whitfield, Edward","Incumbent","87,199","Hatchett, Charles Kendall","Challenger","N/A","N/A","N/A","N/A","N/A","112,757","R",".00","69.63","30.37",""
"House","Kentucky","N/A","2014","District 2","2","20120101","156,936","Guthrie, Brett","Incumbent","69,898","Leach, Ron","Challenger","N/A","N/A","N/A","N/A","N/A","87,038","R",".00","69.19","30.81",""
"House","Kentucky","N/A","2012","District 2","2","20120101","181,508","Guthrie, Brett","Incumbent","89,541","Williams, David Lynn","Challenger","Independent","6,304","Beacham, Andrew R.","Challenger","4,914","91,967","R","2.23","66.97","33.03","The other vote was: Astor, Craig R. (Libertarian) 4,914"
"House","Kentucky","N/A","2014","District 3","3","20120101","87,981","Macfarlane, Michael","Challenger","157,056","Yarmuth, John","Incumbent","Independent","2,318","Puccetti, Gregory Peter","Challenger","N/A","69,075","D",".94","35.91","64.09",""
"House","Kentucky","N/A","2012","District 3","3","20120101","111,452","Wicker, Brooks","Challenger","206,385","Yarmuth, John","Incumbent","Independent","4,819","DeVore, Bob Jr.","Challenger","N/A","94,933","D","1.49","35.07","64.93",""
"House","Kentucky","N/A","2014","District 4","4","20120101","150,464","Massie, Thomas","Incumbent","71,694","Newberry, Peter","Challenger","N/A","N/A","N/A","N/A","N/A","78,770","R",".00","67.73","32.27",""
"House","Kentucky","N/A","2012","District 4","4","20120101","186,036","Massie, Thomas","Incumbent","104,734","Adkins, William R.","Challenger","Independent","8,674","Lewis, David","Challenger","N/A","81,302","R","2.90","63.98","36.02",""
"House","Kentucky","N/A","2014","District 5","5","20120101","171,350","Rogers, Harold","Incumbent","47,617","Stepp, Kenneth","Challenger","N/A","N/A","N/A","N/A","N/A","123,733","R",".00","78.25","21.75",""
"House","Kentucky","N/A","2012","District 5","5","20120101","195,408","Rogers, Harold","Incumbent","55,447","Stepp, Kenneth","Challenger","N/A","N/A","N/A","N/A","N/A","139,961","R",".00","77.90","22.10",""
"House","Kentucky","N/A","2014","District 6","6","20120101","147,404","Barr, Garland","Incumbent","98,290","Jensen, Elisabeth","Challenger","N/A","N/A","N/A","N/A","N/A","49,114","R",".00","59.99","40.01",""
"House","Kentucky","N/A","2012","District 6","6","20120101","153,222","Barr, Garland","Challenger","141,438","Chandler, Ben","Incumbent","Independent","8,340","Vance, Randolph","Challenger","N/A","11,784","R","2.75","52.00","48.00",""
"House","Louisiana","N/A","2014","District 1","1","20120101","189,250","Scalise, Steve","Incumbent","24,761","Mendoza, M.V.","Challenger","Democrat","21,286","Dugas, Lee","Challenger","8,707","164,489","R","8.72","88.43","11.57","The other vote was: Sanford, Jeff (Libertarian) 8,707"
"House","Louisiana","N/A","2012","District 1","1","20120101","193,496","Scalise, Steve","Incumbent","61,703","Mendoza, M.V. Vinny","Challenger","Republican","24,844","King, Gary","Challenger","10,367","131,793","R","8.55","75.82","24.18","The other vote was: Turknett, David (No Party) 6,079; Wells, Arden (No Party) 4,288"
"House","Louisiana","N/A","2014","District 2","2","20120101","N/A","N/A","N/A","152,201","Richmond, Cedric","Incumbent","Democrat","37,805","Landrieu, Gary","Challenger","31,564","114,396","D","17.06",".00","100.00","The other vote was: Brooks, David Graham (No Party) 16,327; Davenport, Samuel (Libertarian) 15,237"
"House","Louisiana","N/A","2012","District 2","2","20120101","38,801","Bailey, Dwayne","Challenger","158,501","Richmond, Cedric","Incumbent","Democrat","71,916","Landrieu, Gary","Challenger","18,136","86,585","D","25.03","19.67","80.33","The other vote was: Larose, Josue (Republican) 11,345; Trotter, Caleb (Libertarian) 6,791"
"House","Louisiana","N/A","2014","District 3","3","20120101","185,867","Boustany, Charles W. Jr.","Incumbent","N/A","N/A","N/A","No Party","28,342","Richard, Russell","Challenger","22,059","157,525","R","12.00","100.00",".00","The other vote was: Barrilleaux, Bryan (Republican) 22,059"
"House","Louisiana","N/A","2012","District 3","3","20120101","139,123","Boustany, Charles W. Jr.","Challenger","67,070","Richard, Ron","Challenger","Republican","93,527","Landry, Jeff","Incumbent","11,673","45,596","R","30.04","67.47","32.53","The other vote was: Barrilleaux, Bryan (Republican) 7,908; Stark, Jim (Libertarian) 3,765"
"House","Louisiana","N/A","2012","District 3","3","20120101","58,820","Boustany, Charles W. Jr.","Challenger","N/A","N/A","N/A","Republican","37,767","Landry, Jeff","Challenger","N/A","21,053","R","39.10","100.00",".00",""
"House","Louisiana","N/A","2014","District 4","4","20120101","152,683","Fleming, John","Incumbent","N/A","N/A","N/A","Libertarian","55,236","Lord, Randall","Challenger","N/A","97,447","R","26.57","100.00",".00",""
"House","Louisiana","N/A","2012","District 4","4","20120101","187,894","Fleming, John","Incumbent","N/A","N/A","N/A","Libertarian","61,637","Lord, Randall","Challenger","N/A","126,257","R","24.70","100.00",".00",""
"House","Louisiana","N/A","2014","District 5","5","20120101","55,489","Abraham, Ralph Lee","Challenger","67,611","Mayo, Jamie","Challenger","Republican","53,628","Dasher, Zach","Challenger","62,823","12,122","D","22.39","45.08","54.92","The other vote was: McAllister, Vance M. (Republican) 26,606; Holloway, Clyde C. (Republican) 17,877; Brown, Harris (Republican) 9,890; Tarpley, Ed (Republican) 4,594; Saucier, Charles (Libertarian) 2,201; Barron, Eliot S. (Green) 1,655"
"House","Louisiana","N/A","2012","District 5","5","20120101","202,536","Alexander, Rodney","Incumbent","N/A","N/A","N/A","No Party","37,486","Ceasar, Ron","Challenger","20,194","165,050","R","14.41","100.00",".00","The other vote was: Grant, Clay Steven (Libertarian) 20,194"
"House","Louisiana","N/A","2014","District 6","6","20120101","70,715","Graves, Garret","Challenger","77,866","Edwards, Edwin W.","Challenger","Republican","35,024","Dietzel, Paul II","Challenger","74,874","7,151","D","13.55","47.59","52.41","The other vote was: Claitor, Dan (Republican) 26,524; Whitney, Lenar (Republican) 19,151; Lieberman, Richard (Democrat) 7,309; McCulloch, Craig (Republican) 5,815; Bell, Robert Lamar (Republican) 5,182; Williams, Peter (Democrat) 4,037; Craig, Rufus Holt (Libertarian) 3,561; Clark, Norman (Republican) 1,848; Thomas, Trey (Republican) 1,447"
"House","Louisiana","N/A","2012","District 6","6","20120101","243,553","Cassidy, Bill","Incumbent","N/A","N/A","N/A","Libertarian","32,185","Craig, Rufus Holt","Challenger","30,975","211,368","R","10.49","100.00",".00","The other vote was: Torregano, Richard (No Party) 30,975"
"House","Maine","N/A","2014","District 1","1","20120101","94,751","Misiuk, Isaac J.","Challenger","186,674","Pingree, Chellie","Incumbent","Independent","27,410","Murphy, Richard Paul","Challenger","63","91,923","D","8.87","33.67","66.33","The other vote was: Write-In (Write-in) 63"
"House","Maine","N/A","2012","District 1","1","20120101","128,440","Courtney, Jonathan T.E.","Challenger","236,363","Pingree, Chellie","Incumbent","N/A","N/A","N/A","N/A","N/A","107,923","D",".00","35.21","64.79",""
"House","Maine","N/A","2014","District 2","2","20120101","133,308","Poliquin, Bruce L.","Challenger","118,556","Cain, Emily Ann","Challenger","Independent","31,336","Richardson, Blaine","Challenger","248","14,752","R","11.06","52.93","47.07","The other vote was: Write-In (Write-in) 248"
"House","Maine","N/A","2012","District 2","2","20120101","137,542","Raye, Kevin L.","Challenger","191,456","Michaud, Michael H.","Incumbent","N/A","N/A","N/A","N/A","N/A","53,914","D",".00","41.81","58.19",""
"House","Maryland","N/A","2014","District 1","1","20120101","176,342","Harris, Andy","Incumbent","73,843","Tilghman, Bill","Challenger","Write-in","233","Other Write-Ins","Challenger","N/A","102,499","R",".09","70.48","29.52",""
"House","Maryland","N/A","2012","District 1","1","20120101","214,204","Harris, Andy","Incumbent","92,812","Rosen, Wendy","Challenger","Write-in","14,858","LaFerla, John","Challenger","15,886","121,392","R","4.40","69.77","30.23","The other vote was: Boda, Muir Wayne (Libertarian) 12,857; Scattered Write-In (Write-in) 2,932; Calpino, Michael (Write-in) 71; Rae, Douglas Dryden (Write-in) 26"
"House","Maryland","N/A","2014","District 2","2","20120101","70,411","Banach, David","Challenger","120,412","Ruppersberger, C.A. Dutch","Incumbent","Green","5,326","Schlakman, Ian Andrew","Challenger","205","50,001","D","2.71","36.90","63.10","The other vote was: Other Write-Ins (Write-in) 205"
"House","Maryland","N/A","2012","District 2","2","20120101","92,071","Jacobs, Nancy C.","Challenger","194,088","Ruppersberger, C.A. Dutch","Incumbent","Libertarian","9,344","Dymowski, Leo Wayne","Challenger","437","102,017","D","3.16","32.17","67.83","The other vote was: Scattered Write-In (Write-in) 415; Bly, Raymond J. (Write-in) 22"
"House","Maryland","N/A","2014","District 3","3","20120101","87,029","Long, Charles A.","Challenger","128,594","Sarbanes, John P.","Incumbent","Write-in","323","Other Write-Ins","Challenger","N/A","41,565","D",".15","40.36","59.64",""
"House","Maryland","N/A","2012","District 3","3","20120101","94,549","Knowles, Eric Delano","Challenger","213,747","Sarbanes, John P.","Incumbent","Libertarian","11,028","Drgos, Paul W. Jr.","Challenger","535","119,198","D","3.45","30.67","69.33","The other vote was: Scattered Write-In (Write-in) 535"
"House","Maryland","N/A","2014","District 4","4","20120101","54,217","Hoyt, Nancy","Challenger","134,628","Edwards, Donna","Incumbent","Libertarian","2,795","Vohra, Arvin","Challenger","197","80,411","D","1.46","28.71","71.29","The other vote was: Other Write-Ins (Write-in) 197"
"House","Maryland","N/A","2012","District 4","4","20120101","64,560","Loudon, Faith M.","Challenger","240,385","Edwards, Donna","Incumbent","Libertarian","6,204","Soffen, Scott","Challenger","363","175,825","D","1.99","21.17","78.83","The other vote was: Scattered Write-In (Write-in) 363"
